ano,estado,municipio,partido,prefeito,votacao
2004,SC,RIO DO SUL,PP,MILTON HOBUS,0.53648
2004,SC,SANTA TEREZINHA DO PROGRESSO,PFL,DERLI FURTADO,0.54611
2004,SC,SANTIAGO DO SUL,PP,AGACIR GLUZEZAK,0.57408
2004,SC,SANTO AMARO DA IMPERATRIZ,PMDB,JOSE RODOLFO TURNES,0.57104
2004,SC,SAO BENTO DO SUL,PMDB,FERNANDO MALLON,0.50394
2004,SC,SAO JOSE,PSDB,FERNANDO MELQUIADES ELIAS,0.52543
2004,SC,SAO CARLOS,PMDB,ELIO PEDRO HOSS GODOY,0.47383
2004,SC,SAO CRISTOVAO DO SUL,PP,JAIME CESCA,0.57925
2004,SC,SAO DOMINGOS,PFL,DANUNCIO ADRIANO BITTENCOURT E SILVA,0.57971
2004,SC,SAO MARTINHO,PP,JOSE SCHOTTEN,0.50685
2004,SC,SAO MIGUEL DA BOA VISTA,PFL,GILNEI ANTONIO GUTH,0.52095
2004,SC,SAO MIGUEL DO OESTE,PMDB,JO?O CARLOS VALAR,0.58383
2004,SC,SAO PEDRO DE ALCANTARA,PMDB,ERNEI JOSE STAHELIN,0.4182
2004,SC,SAO JOAO DO ITAPERIU,PP,VALDIR CORREA,0.52023
2004,SC,SAO JOAO DO OESTE,PMDB,ROLF HARRY TREBIEN,0.52506
2004,SC,SAO JOAO DO SUL,PT,ALEX SANDRO PEREIRA BIANCHIN,0.59287
2004,SC,SAO JOAQUIM,PP,NEWTON STêLIO FONTANELLA,0.54435
2004,SC,SIDEROPOLIS,PP,DOUGLAS GLEEN WARMLING,0.47385
2004,SC,SUL BRASIL,PMDB,DELCI ANTONIO VALENTINI,0.61193
2004,SC,SAO JOSE DO CEDRO,PP,JOSê ZANCHETT,0.51737
2004,SC,SAO JOSE DO CERRITO,PMDB,RUY DE AMORIM ORTIZ,0.43397
2004,SC,SAO LOURENCO DO OESTE,PSDB,TOMê FRANCISCO ETGES,0.53232
2004,SC,SAO LUDGERO,PMDB,ADEMIR GESING,0.34888
2004,SC,TIMBO,PMDB,OSCAR SCHNEIDER,0.51198
2004,SC,TIMBO GRANDE,PSDB,VALDIR CARDOSO DOS SANTOS,1
2004,SC,TRES BARRAS,PP,LUIZ DIVONSIR SHIMOGUIRI,0.59652
2004,SC,SAO JOAO BATISTA,PP,ADERBAL MANOEL DOS SANTOS,1
2004,SC,SAUDADES,PFL,VILSON WARMLING,0.56079
2004,SC,SCHROEDER,PP,FELIPE VOIGT,0.64522
2004,SC,SEARA,PFL,EDEMILSON CANALE,0.50387
2004,SC,SERRA ALTA,PMDB,CLAUDINEI SENHOR,0.55374
2004,SC,SOMBRIO,PP,JOSê MILTON SCHEFFER,0.60849
2004,SC,TAIO,PFL,JOSê GOETTEN DE LIMA,0.50694
2004,SC,TANGARA,PP,FAUSTINO PANCERI,0.50527
2004,SC,TIGRINHOS,PMDB,DERLI ANTONIO DE OLIVEIRA,0.51343
2004,SC,TIJUCAS,PMDB,ELMIS MANNRICH,1
2004,SC,TIMBE DO SUL,PFL,NAILOR BIAVA,0.50717
2004,SC,URUSSANGA,PP,LUIZ CARLOS ZEN,0.52877
2004,SC,VARGEAO,PP,VALDEMAR LORENZETTI,0.55084
2004,SC,VARGEM,PSDB,PERCI JOSE SALMORIA,0.64997
2004,SC,VARGEM BONITA,PSDB,JAIRO CASARA,0.46797
2004,SC,VIDAL RAMOS,PFL,NABOR JOSE SCHMITZ,0.51726
2004,SC,TREVISO,PMDB,LUCIA DE LURDES CIMOLIN DA SILVA,0.50745
2004,SC,VIDEIRA,PP,CARLOS ALBERTO PIVA,1
2004,SC,TREZE DE MAIO,PP,ARILTON FRANCISCONI CANDIDO,0.51097
2004,SC,TREZE TILIAS,PP,RUDI OHLWEILER,0.55143
2004,SC,TROMBUDO CENTRAL,PP,FERNANDO LUIZ HOFFMANN,0.44542
2004,SC,TUBARAO,PSDB,CARLOS JOSE STUPP,0.51632
2004,SC,TUNAPOLIS,PT,ADENOR VICENTE WENDLING,0.65931
2004,SC,TURVO,PP,JOSE BRINA TRAMONTIN,0.5264
2004,SC,UNIAO DO OESTE,PP,JOAO LARIO DA SILVA,0.41972
2004,SC,URUBICI,PSDB,ANTONIO ZILLI,0.59688
2004,SC,URUPEMA,PMDB,ARLITA TEREZINHA DE SOUZA PAGANI,0.52765
2004,SC,VITOR MEIRELES,PMDB,LOURIVAL LUNELLI,1
2004,SC,WITMARSUM,PP,PAUL ZERNA,0.58691
2004,SC,XANXERE,PFL,AVELINO MENEGOLLA,0.51377
2004,SC,XAVANTINA,PT,OSMAR DERVANOSKI,0.50432
2004,SC,XAXIM,PFL,LIRIO DAGORT,0.70639
2004,SC,ZORTEA,PMDB,REMILTON ANDREONI,0.54518
2004,SE,AMPARO DO SAO FRANCISCO,PFL,JOSE FREIRE DE SOUZA,0.52363
2004,SE,AQUIDABA,PFL,EURICO DE SOUZA FILHO,0.53745
2004,SE,ARACAJU,PT,MARCELO DêDA CHAGAS,0.51331
2004,SC,GALVAO,PMDB,LUIS FERNANDO DIDONE,0.60347
2004,SP,AREIOPOLIS,PT,JOSê PIO DE OLIVEIRA,0.51552
2004,SE,AREIA BRANCA,PSB,ASCENDINO DE SOUSA FILHO,0.51723
2004,SE,ARAUA,PFL,JOSê RANULFO DOS SANTOS,0.51036
2004,SP,AURIFLAMA,PT,JOSE JACINTO ALVES FILHO,0.52717
2004,SP,BALSAMO,PSB,JOSE SOLER PANTANO,0.54671
2004,SP,BANANAL,PP,MIRIAN FERREIRA DE OLIVEIRA BRUNO,0.41046
2004,SP,BARBOSA,PFL,M?RIO DE SOUSA LIMA,0.45478
2004,SE,CANINDE DO SAO FRANCISCO,PTB,ORLANDO PORTO DE ANDRADE,0.53798
2004,SE,FREI PAULO,PFL,ADERBALDO OLIVEIRA,0.69278
2004,SE,CAPELA,PDT,CARLOS ALBERTO SOBRAL,0.67743
2004,SE,CARIRA,PFL,JO?O BOSCO MACHADO,0.51059
2004,SE,CARMOPOLIS,PFL,VOLNEY LEITE ALVES,0.51991
2004,SE,INDIAROBA,PTB,JOAO EDUARDO VIEGAS MENDONÄA DE ARAUJO,0.55999
2004,SE,BARRA DOS COQUEIROS,PT,AIRTON SAMPAIO MARTINS,0.63967
2004,SP,AVAI,PSDB,PAULO SERGIO RODRIGUES,0.74068
2004,SP,AVANHANDAVA,PFL,GINO CORBUCCI FILHO,0.51066
2004,SP,BADY BASSIT,PSDB,AIRTON DA SILVA REGO,0.59336
2004,SP,BARAO DE ANTONINA,PT,FRANCISCO NERES DE MEIRA,0.54291
2004,SP,BARIRI,PSDB,FRANCISCO LEONI NETO,0.52058
2004,SP,BIRIGUI,PMDB,WILSON CARLOS RODRIGUES BORINI,0.55651
2004,SE,GARARU,PFL,JOSE CARDOSO MATOS,0.51224
2004,SE,JAPOATA,PPS,ARNALDO RAMALHO DE SOUZA,0.56011
2004,SE,GENERAL MAYNARD,PDT,GILSON TELES BARRETO,0.59327
2004,SE,GRACCHO CARDOSO,PP,JOSE EUNAPIO DOS SANTOS,0.57164
2004,SE,ILHA DAS FLORES,PTB,JOSê RONALDO GOMES CALIXTO,0.53966
2004,SE,ITABAIANA,PSDB,MARIA VIEIRA DE MENDONÄA,0.53936
2004,SE,CEDRO DE SAO JOAO,PTB,MARCOS DA COSTA SANTANA,0.50922
2004,SE,BOQUIM,PL,PEDRO BARBOSA NETO,0.53591
2004,SE,CRISTINAPOLIS,PSDB,ELIZEU SANTOS,0.49854
2004,SP,AVARE,PL,JOSELYR BENEDITO SILVESTRE,0.49082
2004,SP,BALBINOS,PSDB,ED CARLOS MARIN,0.55537
2004,SE,LAGARTO,PTB,JOSê RODRIGUES DOS SANTOS,0.49851
2004,SE,LARANJEIRAS,PFL,PAULO HAGENBECK,0.6424
2004,SE,NOSSA SENHORA DE LOURDES,PFL,LAERTE GOMES DE ANDRADE,0.53879
2004,SE,MACAMBIRA,PSDB,FABIANO SANTOS ALVES,0.51466
2004,SE,NOSSA SENHORA DO SOCORRO,PPS,JOSê DO PRADO FRANCO SOBRINHO,0.50124
2004,SE,MALHADA DOS BOIS,PFL,AUGUSTO CESAR AGUIAR DINIZIO,0.67547
2004,SE,CAMPO DO BRITO,PT do B,MANOEL DE SOUZA,0.52088
2004,SE,BREJO GRANDE,PL,CARLOS AUGUSTO FERREIRA,0.54366
2004,SE,CANHOBA,PFL,MANOEL MESSIAS HORA GUIMARAES,0.50293
2004,SE,NEOPOLIS,PPS,JOSê TEIXEIRA ALVES FILHO,0.51947
2004,SE,NOSSA SENHORA APARECIDA,PMDB,VERONICA SANTOS SOUSA DA SILVA,0.58028
2004,SE,NOSSA SENHORA DA GLORIA,PFL,JOSê ISRAEL ANDRADE,0.53429
2004,SE,PINHAO,PL,ERIVALDO OLIVEIRA DO NASCIMENTO,0.51615
2004,SE,NOSSA SENHORA DAS DORES,PPS,FERNANDO LIMA COSTA,0.50821
2004,SE,POCO REDONDO,PL,IZIANE MARIA OLIVEIRA DE ALCANTARA PIONORIO,0.37125
2004,SE,POCO VERDE,PSB,ANTONIO DA FONSECA DOREA,0.51094
2004,SE,ITABAIANINHA,PFL,MANOEL ELIAS DE SANTANA,0.54766
2004,SE,MALHADOR,PP,MARCOS ELAN ALVES DE ARAUJO,0.96062
2004,SE,CUMBE,PMDB,NILTON SANTANA DANTAS,0.51075
2004,SE,DIVINA PASTORA,PL,CARLOS AUGUSTO CARDOSO COSTA,0.53544
2004,SE,ITABI,PMDB,ERALDO GOMES CONCEIÄ?O,0.43874
2004,SE,ESTANCIA,PSDB,IVAN SANTOS LEITE,0.4199
2004,SE,ITAPORANGA D AJUDA,PSDB,MARIA DAS GRAÄAS SOUZA GARCEZ,0.47021
2004,SE,PEDRINHAS,PP,JOSê KLEBER SANTANA F?NSECA,0.48818
2004,SE,PIRAMBU,PDT,JUAREZ BATISTA DOS SANTOS,0.90691
2004,SE,MARUIM,PT do B,JEFERSON SANTOS DE SANTANA,0.66264
2004,SE,MOITA BONITA,PL,GLORIA GRAZIELLE DA COSTA,0.54049
2004,SE,MONTE ALEGRE DE SERGIPE,PTB,JO?O VIEIRA DE ARAG?O,0.58385
2004,SE,JAPARATUBA,PT,GERARD LOTHAIRE JULES OLIVIER,0.51024
2004,SE,MURIBECA,PFL,JOANA BARROSO DA SILVA,0.51578
2004,SE,PEDRA MOLE,PFL,MILTON BATISTA CARVALHO,0.6536
2004,SE,RIBEIROPOLIS,PFL,EVANIRA DO NASCIMENTO BARRETO,0.5319
2004,SE,SAO FRANCISCO,PPS,ALTAMIRO NASCIMENTO,0.53284
2004,SE,ROSARIO DO CATETE,PMDB,JOSE LAERCIO PASSOS JUNIOR,0.59586
2004,SE,SIMAO DIAS,PSB,JOSê MATOS VALADARES,0.50539
2004,SE,SALGADO,PMDB,JANETE ALVES LIMA BARBOSA,0.41842
2004,SE,SANTA LUZIA DO ITANHY,PFL,ADAUTO DANTAS DO AMOR CARDOSO,0.52055
2004,SE,SANTA ROSA DE LIMA,PFL,VALTER BARRETO GOIS,0.50452
2004,SE,PORTO DA FOLHA,PT,MANOEL GOMES DE FREITAS,0.53259
2004,SE,SANTANA DO SAO FRANCISCO,PFL,GILSON GUIMAR?ES BARROZO,0.55493
2004,SE,SAO MIGUEL DO ALEIXO,PFL,JOSE JAIRSON DA GRAÄA,0.4049
2004,SE,SIRIRI,PL,VALDOMIRO SANTOS,0.56316
2004,SE,TELHA,PFL,JOSê JO?O NASCIMENTO LIMA,0.64278
2004,SE,TOBIAS BARRETO,PTB,JOSE AIRTON DE ANDRADE,0.45628
2004,SE,TOMAR DO GERU,PDT,IARA SOARES COSTA,0.52815
2004,SP,AGUAS DE SAO PEDRO,PTB,MARCELO DA SILVA BUENO,0.42641
2004,SE,UMBAUBA,PDT,JOSE SILVEIRA GUIMARAES,0.51245
2004,SE,PACATUBA,PFL,LUIZ CARLOS DOS SANTOS,0.44473
2004,SE,SAO DOMINGOS,PFL,HELIO MECENAS,0.66331
2004,SP,ALTO ALEGRE,PFL,MARIA DAS GRAÄAS TRIS?GLIO BIS,0.45849
2004,SP,AGUAS DA PRATA,PSDB,WANDERLEY VALENTE JORDON,0.39057
2004,SP,ALUMINIO,PFL,JOSE APARECIDA TISEO,1
2004,SP,AGUAS DE LINDOIA,PP,EDUARDO NICOLAU AMBAR,1
2004,SP,AGUAS DE SANTA BARBARA,PFL,CARLOS ALBERTO DE CARVALHO,0.52146
2004,SE,SANTO AMARO DAS BROTAS,PFL,JOSE IVALDO COSTA,0.7322
2004,SE,PROPRIA,PFL,JOSE LUCIANO DO NASCIMENTO LIMA,0.6257
2004,SE,RIACHAO DO DANTAS,PT do B,LAELSON MENESES DA SILVA,0.95084
2004,SE,RIACHUELO,PMDB,ANTONIO CARLOS LEITE FRANCO SOBRINHO,0.60625
2004,SP,ALVARES FLORENCE,PFL,ALBERTO CESAR DE CAIRES,0.47252
2004,SP,ALVARES MACHADO,PSDB,LUIZ TAKASHI KATSUTANI,0.55098
2004,SP,ALVARO DE CARVALHO,PP,ADHEMAR KEMP MARCONDES DE MOURA,0.61039
2004,SP,AGUDOS,PMDB,JOSE CARLOS OCTAVIANI,0.33033
2004,SP,ADAMANTINA,PFL,JOSê FRANCISCO FIGUEIREDO MICHELONI,0.574
2004,SE,SAO CRISTOVAO,PTB,JOSê CORREIA SANTOS NETO,0.52149
2004,SP,AGUAI,PMDB,SEBASTI?O BIAZZO,0.76175
2004,SP,ANHEMBI,PMDB,RUY FERREIRA DE SOUZA,0.50085
2004,SP,ANHUMAS,PTB,EDMO DONIZETI RICCI,0.5739
2004,SP,AMERICO DE CAMPOS,PL,CESAR SCHUMAHER DE ALONSO GIL,0.58294
2004,SP,AMPARO,PT,CESAR JOSE BONJUANI PAGAN,0.67692
2004,SP,ALVINLANDIA,PP,ELIZEU JESUS ELEOTERIO,0.86691
2004,SP,ANALANDIA,PFL,JOSê ROBERTO PERIN,0.52099
2004,SP,ADOLFO,PTB,JO?O DONIZETTE THEODORO,0.71367
2004,SP,ALTINOPOLIS,PV,WADIS GOMES DA SILVA,0.50719
2004,SP,AMERICO BRASILIENSE,PSL,NEUSA MARIA BARATA DOTOLI,0.52175
2004,SP,APARECIDA,PFL,JOSE LUIZ RODRIGUES,0.66512
2004,SP,APARECIDA D OESTE,PTB,JOSê DE OLIVEIRA,1
2004,SP,APIAI,PMDB,DONIZETTI BORGES BARBOSA,0.50114
2004,SP,AMERICANA,PDT,ERICH HETZL J?NIOR,0.39852
2004,SP,ALAMBARI,PSDB,HUDSON JOSê GOMES,0.54754
2004,SP,ALFREDO MARCONDES,PTB,ODILO PAVANELO TUMITAN,0.61249
2004,SP,ALTAIR,PMDB,JOSê DIOGO FLORES,0.60595
2004,SP,ARACOIABA DA SERRA,PTB,JO?O FRANKLIN PINTO,0.53611
2004,SP,ARAMINA,PSDB,MARCOS ANTONIO ROSIN,0.5596
2004,SP,ARANDU,PTB,PAULO SERGIO GUERSO,0.58487
2004,SP,ARAPEI,PMDB,ANGELO GERALDO DA CONCEIÄAO,0.61227
2004,SP,ARACARIGUAMA,PFL,CARLOS  AYMAR SRUR BECHARA,0.52359
2004,SP,ANGATUBA,PMDB,JOSê EMILIO CARLOS LISBOA,0.51364
2004,SP,ARTUR NOGUEIRA,PT,MARCELO CAPELINI,0.56674
2004,SP,ARUJA,PMDB,GENESIO SEVERINO DA SILVA,0.39418
2004,SP,ASPASIA,PSDB,ELIAS ROZ CANOS,0.44575
2004,SP,ARARAQUARA,PT,EDSON ANT?NIO EDINHO DA SILVA,0.58266
2004,SP,ANDRADINA,PPS,ERNESTO ANTONIO DA SILVA,0.29208
2004,SP,BARRA BONITA,PSDB,DIMAS DE SALES PAIVA,0.30993
2004,SP,ARCO IRIS,PTB,JOSê LUIS DA SILVA,0.62954
2004,SP,AREIAS,PV,JOAO BOSCO REZENDE DE SOUZA,0.63084
2004,SP,ARIRANHA,PTB,JOAMIR ROBERTO BARBOSA,0.57717
2004,SP,ATIBAIA,PV,JOSê ROBERTO TRICOLI,0.34824
2004,SP,ARACATUBA,PFL,JORGE MALULY NETTO,0.53474
2004,SP,ARARAS,PPS,LUIZ CARLOS MENEGHETTI,1
2004,SP,AREALVA,PSDB,PAULO PADANOSQUE PEREIRA,0.55238
2004,SP,ASSIS,PFL,êZIO SPERA,0.28543
2004,SP,COSMOPOLIS,PT,JOSE PIVATTO,0.57508
2004,SP,BARUERI,PPS,RUBENS FURLAN,0.35878
2004,SP,BARRA DO TURVO,PDT,FAUSTO COMPER,0.51944
2004,SP,BARRA DO CHAPEU,PSDB,MARIA ANUNCIATA DA SILVA LEME,0.35792
2004,SP,BARRETOS,PPS,EMANOEL MARIANO CARVALHO,0.56844
2004,SP,BATATAIS,PTB,JOSê LUIS ROMAGNOLI,0.61026
2004,SP,BAURU,PDT,JOSE GUALBERTO TUGA MARTINS ANGERAMI,0.57079
2004,SP,BEBEDOURO,PMDB,HêLIO DE ALMEIDA BASTOS,0.53194
2004,SP,BASTOS,PDT,NATALINO CHAGAS,0.54737
2004,SP,BENTO DE ABREU,PT,SALIM ADIB êSPER,0.70079
2004,SP,BERNARDINO DE CAMPOS,PTB,MOACIR APARECIDO BENETI,0.51766
2004,SP,BILAC,PSDB,JOSE ROBERTO REBELATO,0.82005
2004,SP,BOITUVA,PSDC,ASSUNTA MARIA LABRONICI GOMES,0.29552
2004,SP,BERTIOGA,PL,LAIRTON GOMES GOULART,1
2004,SP,BOFETE,PSDB,JOSê CARLOS RODER,0.40951
2004,SP,EMBAUBA,PSDB,LUIZ FINOTO NETO,0.51362
2004,SP,BIRITIBA MIRIM,PSDB,ROBERTO PEREIRA DA SILVA,0.51822
2004,SP,BOA ESPERANCA DO SUL,PMDB,ANTONIO NELSON ROSIM,0.50419
2004,SP,BOCAINA,PV,JO?O FRANCISCO BERTONCELLO DANIELETTO,0.50606
2004,SP,BRAGANCA PAULISTA,PFL,JESUS ADIB ABI CHEDID,1
2004,SP,BURITAMA,PTB,MESSIAS FERREIRA MENDES,0.44822
2004,SP,BOM JESUS DOS PERDOES,PP,CARLOS RIGINIK JUNIOR,0.54003
2004,SP,BOM SUCESSO DE ITARARE,PMDB,MARIA CANDIDA SANTOS ANDRADE,0.59409
2004,SP,BORA,PSDB,NELSON CELESTINO TEIXEIRA,0.3228
2004,SP,BORACEIA,PDT,DIRCEU ANTONIO MASSUCATO,0.57661
2004,SP,BORBOREMA,PT,JORGE FERES JUNIOR,1
2004,SP,BOREBI,PTB,LUIZ ANTONIO FINOTI DANIEL,0.49631
2004,SP,BRODOWSKI,PTB,ANTONIO JOSê FABBRI,0.61577
2004,SP,BOTUCATU,PT,ANTONIO M?RIO DE PAULA FERREIRA IELO,0.50735
2004,SP,BROTAS,PSDB,ORLANDO PEREIRA BARRETO NETO,0.57668
2004,SP,BURI,PPS,JORGE LOUREIRO,0.38072
2004,SP,CABRALIA PAULISTA,PSB,JACINTHO ZANONI FILHO,0.81119
2004,SP,BRAUNA,PV,HEITOR VERD?,0.56365
2004,SP,BREJO ALEGRE,PV,PEDRO DE PAULA CASTILHO,0.5904
2004,SP,CACAPAVA,PFL,CARLOS ANTONIO VILELA,0.41972
2004,SP,CACHOEIRA PAULISTA,PSDB,FABIANO ANTONIO CHALITA VIEIRA,0.55208
2004,SP,CAJAMAR,PPS,MESSIAS CANDIDO DA SILVA,0.57047
2004,SP,BURITIZAL,PMDB,ANTONIO DELEFRATE,0.48921
2004,SP,CABREUVA,PMDB,CLAUDIO ANTONIO GIANNINI,0.29951
2004,SP,CAFELANDIA,PT,ORIVALDO GAZOTO,0.62083
2004,SP,CAIABU,PFL,JURANDIR MARQUES PINHEIRO,0.42224
2004,SP,CAIUA,PDT,PAULO SERGIO PINTO DE SOUZA,0.53146
2004,SP,CAMPINAS,PSDB,CARLOS HENRIQUE FOCESI SAMPAIO,0.56711
2004,SP,CAJATI,PMDB,MARINO DE LIMA,0.54524
2004,SP,CACONDE,PSDB,ANTONIO CARLOS DE FARIA,0.4772
2004,SP,CAIEIRAS,PSDB,NEVIO LUIZ ARANHA DARTORA,0.6513
2004,SP,CAJOBI,PTB,DORIVAL SANDRINI,0.42009
2004,SP,CAJURU,PP,JO?O BATISTA RUGGERI Rê,0.64118
2004,SP,CAMPINA DO MONTE ALEGRE,PSDB,JOSê BENEDITO FERREIRA,0.98122
2004,SP,CAMPO LIMPO PAULISTA,PSDB,ARMANDO HASHIMOTO,0.50408
2004,SP,CANDIDO RODRIGUES,PDT,CêLIO FERRETTI,0.45712
2004,SP,CANITAR,PTB,ANIBAL FELICIANO,0.32919
2004,SP,CAMPOS DO JORDAO,PMDB,JO?O PAULO ISMAEL,0.47603
2004,SP,CAPELA DO ALTO,PSDB,UBIRAJARA  ROBERTO MORI,0.36777
2004,SP,CAMPOS NOVOS PAULISTA,PSDB,CARMEN APARECIDA GIOVANI RUIZ,0.31273
2004,SP,CANANEIA,PMDB,GERALDO CARLOS CARNEIRO FILHO,0.34879
2004,SP,CANAS,PTB,VALDEREZ GOMES DE LUCENA FILHO,0.54236
2004,SP,CANDIDO MOTA,PHS,CARLOS ROBERTO BUENO,1
2004,SP,CASTILHO,PSDB,JONI MARCOS BUZACHERO,0.52801
2004,SP,CARAPICUIBA,PSDB,FUAD GABRIEL CHUCRE,0.89342
2004,SP,CAPIVARI,PDT,JOSE CARLOS TONETTI BORSARI,0.52384
2004,SP,CARDOSO,PSDB,TEREZA CESPEDE BORGES,0.75958
2004,SP,CARAGUATATUBA,PSDB,JOSê PEREIRA DE AGUILAR,0.5381
2004,SP,CHARQUEADA,PFL,HELIO DONIZETE ZANATTA,1
2004,SP,CATANDUVA,PSDB,AFONSO MACCHIONE NETO,0.54147
2004,SP,CHAVANTES,PP,LUIZ SEVERINO DE ANDRADE,0.67682
2004,SP,CAPAO BONITO,PTB,JOSE CARLOS TALLARICO JUNIOR,0.39427
2004,SP,CATIGUA,PPS,VERA LUCIA DE AZEVEDO VALLEJO,0.46033
2004,SP,CASA BRANCA,PP,SCKANDAR MUSSI,0.50763
2004,SP,CERQUILHO,PTB,ALDOMIR JOSE SANSON,0.46372
2004,SP,CASSIA DOS COQUEIROS,PSDB,PEDRO SILVA MARTINS NETO,0.58395
2004,SP,CLEMENTINA,PP,NELSON CASULA,0.50274
2004,SP,COLINA,PMDB,DIAB TAHA,0.47666
2004,SP,CEDRAL,PMDB,ALEXANDRE PRADO PERES,0.533
2004,SP,COLOMBIA,PP,FABIO ALEXANDRE BARBOSA,1
2004,SP,CERQUEIRA CESAR,PSDB,DIRCEU SILVESTRE ZALOTI,0.79874
2004,SP,CONCHAS,PFL,JOSê OSCAR PAVAN,0.52304
2004,SP,CESARIO LANGE,PDT,ELBIO APARECIDO TREVISAN,0.38773
2004,SP,CORDEIROPOLIS,PPS,CARLOS CEZAR TAMIAZO,0.50081
2004,SP,COROADOS,PMDB,NELSON GONZALES CAETANO,1
2004,SP,CORONEL MACEDO,PL,ANTONIO BATISTA TONON,0.53912
2004,SP,CRISTAIS PAULISTA,PMDB,HELIO KONDO,0.93006
2004,SP,CORUMBATAI,PSDB,IVANIR FRANCHIN,0.4403
2004,SP,CONCHAL,PFL,VALDECI APARECIDO LOURENÄO,0.36643
2004,SP,BARRINHA,PMDB,SAID IBRAIM SALEH,0.53616
2004,SP,CRUZALIA,PFL,ALCEU VIDOTTI,1
2004,SP,CRUZEIRO,PMDB,CELSO DE ALMEIDA LAGE,0.62864
2004,SP,COSMORAMA,PDT,ANTONIO EDIVALDO PAPINI,0.67369
2004,SP,COTIA,PSDB,JOAQUIM HORACIO  PEDROSO NETO,0.55849
2004,SP,CRAVINHOS,PSDB,JOSê CARLOS CARRASCOSA DOS SANTOS,0.71701
2004,SP,DESCALVADO,PSDB,JOSê CARLOS CALZA,0.64594
2004,SP,DOIS CORREGOS,PSDB,LUIZ ANTONIO NAIS,0.58396
2004,SP,DOLCINOPOLIS,PSDB,ONIVALDO BATISTA,0.58624
2004,SP,DOURADO,PT,EDMUR PEREIRA BUZZA,0.56453
2004,SP,DUARTINA,PFL,ENIO SIM?O,0.55356
2004,SP,DUMONT,PSDB,ANTONIO ROQUE BALSAMO,0.54817
2004,SP,DIRCE REIS,PSDB,BENTO BARBOSA DE OLIVEIRA J?NIOR,1
2004,SP,DIVINOLANDIA,PL,GERALDO FORNARI JUNIOR,0.41925
2004,SP,ELDORADO,PSDB,ELOI FOUQUET,0.55751
2004,SP,DOBRADA,PT,CARLOS AUGUSTO BELLINTANI,0.53058
2004,SP,EMILIANOPOLIS,PTB,FRANCISCO BRESQUE,0.73245
2004,SP,ENGENHEIRO COELHO,PMDB,MARIANO APARECIDO FRANCO DE OLIVEIRA,0.38593
2004,SP,ELISIARIO,PSDB,RUBENS FRANCISCO,0.50584
2004,SP,DRACENA,PSDB,ELZIO STELATO JUNIOR,0.50745
2004,SP,ECHAPORA,PPS,OSVALDO BEDUSQUE,0.54898
2004,SP,ELIAS FAUSTO,PSDB,LAERCIO BETARELLI,0.53908
2004,SP,FARTURA,PFL,JOSê DA COSTA,1
2004,SP,FERNANDO PRESTES,PSDB,BENTO LUCHETTI J?NIOR,0.52735
2004,SP,ESPIRITO SANTO DO PINHAL,PP,PAULO KLINGER COSTA,0.52827
2004,SP,FERNANDOPOLIS,PP,MASSANOBU OKUMA,0.67211
2004,SP,ITAPIRAPUA PAULISTA,PT,LUIZ GONZAGA DIAS SOBRINHO,1
2004,SP,ESPIRITO SANTO DO TURVO,PT,LUCIANA MARIA RETZ,0.56573
2004,SP,ESTIVA GERBI,PMDB,JOSE CARLOS SILVA,0.65846
2004,SP,EMBU GUACU,PTB,WALTER ANTONIO MARQUES,0.39405
2004,SP,ESTRELA DO NORTE,PL,DEHON APARECIDO TOSO,0.48209
2004,SP,EUCLIDES DA CUNHA PAULISTA,PPS,EDIBERTO APARECIDO ZAUPA,0.56451
2004,SP,FLORINEA,PFL,VALTER  GERVAZIONI,0.40072
2004,SP,EMBU,PT,GERALDO LEITE DA CRUZ,0.58163
2004,SP,FERNAO,PMDB,PAULO MARQUES DA FONSECA,0.57202
2004,SP,FERRAZ DE VASCONCELOS,PSB,JORGE ABISSAMRA,0.49319
2004,SP,ESTRELA D OESTE,PP,PEDRO ITIRO KOYANAGI,0.7339
2004,SP,FRANCA,PSDB,SIDNEI FRANCO DA ROCHA,0.40044
2004,SP,GALIA,PSDB,ERMANO PIOVESAN,0.55207
2004,SP,GARCA,PSDB,JOSE ALCIDES FANECO,0.5774
2004,SP,FRANCISCO MORATO,PSDB,ANDREA CATHARINA PELIZARI PINTO,0.51389
2004,SP,FLORA RICA,PFL,NELSON FERREIRA,1
2004,SP,FLOREAL,PFL,GILBERTO DE GRANDE,0.42045
2004,SP,FRANCO DA ROCHA,PSDB,MARCIO CECCHETTINI,0.53049
2004,SP,FLORIDA PAULISTA,PMDB,GERSON VERONESE FERRACINI,0.65484
2004,SP,GABRIEL MONTEIRO,PFL,MIGUEL LOPES BELMONTE,0.51157
2004,SP,GENERAL SALGADO,PTB,MAURO GILBERTO FANTINI,0.62027
2004,SP,GUARANTA,PMDB,CLAUDIO JOSE DA TRINDADE,0.3814
2004,SP,GUAIMBE,PSB,SEISU KOMESU,1
2004,SP,GUARARAPES,PL,TAREK DARGHAM,1
2004,SP,GUAIRA,PT,SERGIO DE MELLO,0.50153
2004,SP,GASTAO VIDIGAL,PSDB,VALDECIR FRANCISCO GARCIA,0.40432
2004,SP,GAVIAO PEIXOTO,PV,ALEXANDRE MARUCCI BASTOS,0.41146
2004,SP,GUAPIACU,PSDB,ALCIDES BEGA,0.61273
2004,SP,GUAPIARA,PSDB,FLAVIO DE LIMA,0.64153
