ano,estado,municipio,partido,prefeito,votacao
1996,BA,SAO GABRIEL,PFL,EDES JOSE DA ROCHA,0.57459
1996,BA,ITORORO,PFL,EDINEU OLIVEIRA DOS SANTOS,0.51257
1996,BA,PIRAI DO NORTE,PTB,EDIVALDO MANOEL DOS SANTOS,0.51767
1996,BA,ABAIRA,PFL,EDMUNDO OLIVEIRA,0.60798
1996,BA,GENTIO DO OURO,PSDB,EDMUNDO PEREIRA BASTOS,0.49165
1996,BA,BRUMADO,PMDB,EDMUNDO PEREIRA SANTOS,0.65213
1996,BA,SENTO SE,PL,EDNALDO DOS SANTOS BARROS,0.57086
1996,BA,IBIASSUCE,PFL,EDNO MESSIAS BRITO DE ANDRADE,0.6269
1996,BA,SIMOES FILHO,PTB,EDSON ALMEIDA DE JESUS,0.82647
1996,BA,MARCIONILIO SOUZA,PMDB,EDSON FERREIRA DE BRITO,0.56654
1996,BA,JAGUARARI,PSDB,EDSON LUIZ DE ALMEIDA,0.53346
1996,BA,SAO FELIX,PSL,EDUARDO JOSE DE MACEDO,0.44179
1996,BA,FATIMA,PFL,EDUARDO PIRES DE ANDRADE,0.55778
1996,BA,DOM MACEDO COSTA,PPB,EDVALDO CALDAS DE ANDRADE,0.50691
1996,BA,RIBEIRA DO POMBAL,PSDB,EDVALDO CARDOSO CALASANS,0.53561
1996,BA,SAPEACU,PFL,ELADIO BORGES LIMA,0.50824
1996,BA,ANAGE,PTB,ELBSON DIAS SOARES,0.60499
1996,BA,IPECAETA,PSC,ELCIOR PIAGGIO DE OLIVEIRA,0.56945
1996,BA,FEIRA DA MATA,PSDB,ELIAS PEREIRA DE SOUZA FILHO,0.53481
1996,BA,PARATINGA,PFL,ELIEZER PEREIRA DOURADO FILHO,0.491
1996,BA,OUROLANDIA,PL,ELIUD FREIRE DE MELLO,0.50789
1996,BA,JUSSIAPE,PL,ELPIDIO PAIVA LUZ,0.5002
1996,BA,LIVRAMENTO DE NOSSA SENHORA,PFL,EMERSON JOSE OSORIO PIMENTEL LEAL,0.50598
1996,BA,LENCOIS,PMDB,EMMANOEL CALMOM MACIEL,0.56572
1996,BA,MAETINGA,PTB,ENIDIO VIEIRA DE AGUIAR,0.53228
1996,BA,CANARANA,PL,ERACLIO DE SOUZA SANTOS,0.53928
1996,BA,ITUBERA,PL,ERICO LEITE,0.5969
1996,BA,BUERAREMA,PTB,ERNANDI SAMPAIO LINS,0.35874
1996,BA,VARZEDO,PFL,EROTILDES SILVA SOUZA,0.57177
1996,BA,XIQUE XIQUE,PTB,ESER ROCHA,0.57872
1996,BA,PIRITIBA,PFL,ETEMILSON SAMPAIO ASSIS,0.9245
1996,BA,LAFAIETE COUTINHO,PFL,EUGENIO JOSE AZEVEDO SANTOS,0.52667
1996,BA,MACURURE,PTB,EUGENIO PACELLI ALMEIDA GONCALVES,0.50351
1996,BA,TEODORO SAMPAIO,PTB,EUZEBIO DOS REIS COSTA,0.46459
1996,BA,JACARACI,PMDB,EVANGELISTA ANTONIO ALVES DE SOUZA,0.53392
1996,BA,CAFARNAUM,PFL,EVILASIO DOS SANTOS BRASIL,0.53768
1996,BA,CONCEICAO DO COITE,PPB,EWERTON RIOS DARAUJO FILHO,0.57891
1996,BA,BONINAL,PFL,EZEQUIEL OLIVEIRA SANTANA PAIVA,0.57829
1996,BA,CORRENTINA,PMDB,EZEQUIEL PEREIRA BARBOSA,0.54635
1996,BA,GOVERNADOR LOMANTO JUNIOR,PSC,FABIO ALBERGARIA NUNES PITANGA,0.43908
1996,BA,MORPARA,PFL,FELISBERTO ALMEIDA FILHO,0.62135
1996,BA,ITABUNA,PTB,FERNANDO GOMES OLIVEIRA,0.43608
1996,BA,ESPLANADA,PFL,FERNANDO GRISI,0.37531
1996,BA,PALMAS DE MONTE ALTO,PTB,FERNANDO NOGUEIRA LARANJEIRA,0.54738
1996,BA,MARACAS,PSDB,FERNANDO OLIVEIRA DE CARVALHO,0.66439
1996,BA,MACAJUBA,PMDB,FERNAO DIAS DE RAMALHO SAMPAIO,0.815
1996,BA,LAMARAO,PRP,FLORENCIO MAMEDIO DA SILVA,0.52682
1996,BA,ARACATU,PL,FLORISDETH SANTOS MAIA,0.63892
1996,BA,BREJOES,PL,FLORISVALDO PASSOS DE ARAUJO,0.54142
1996,BA,BELMONTE,PL,FORTUNATO RAFAEL ROCCHIGIANI NETO,0.51522
1996,BA,TERRA NOVA,PTB,FRANCISCO HELIO DE SOUZA,0.38353
1996,BA,CARAVELAS,PFL,FRANCISCO HENRIQUE DOS SANTOS,0.54998
1996,BA,MATINA,PTB,FRANCISCO JOSE CARDOSO DE CASTRO,0.71417
1996,BA,SANTA CRUZ DA VITORIA,PL,FRANCISCO OLAVO MAFRA MAGALHAES,0.47956
1996,BA,BIRITINGA,PSC,FRANCISCO PEDREIRA CURCINO,0.42422
1996,BA,VEREDA,PL,FRANCISCO SILVA PASSOS,0.5708
1996,BA,IBIRAPUA,PSB,FRANCISTONIO ALVES PINTO JUNIOR,0.54212
1996,BA,PEDRAO,PFL,GABRIEL RIBEIRO NOGUEIRA,0.44698
1996,BA,CENTRAL,PFL,GENARIO MARTINS DE ALMEIDA,0.49842
1996,BA,ARAMARI,PMDB,GENIVAL CARDOSO DANTAS,0.52211
1996,BA,CASTRO ALVES,PPB,GERALDO CAMPOS DE MOURA,0.50733
1996,BA,SANTA CRUZ CABRALIA,PFL,GERALDO SCARAMUSSA,0.64959
1996,BA,ITAJU DO COLONIA,PTB,GERSON VARJAO DE ANDRADE,0.71651
1996,BA,MUTUIPE,PFL,GILBERTO DOS SANTOS ROCHA,0.65745
1996,BA,JITAUNA,PTB,GILBERTO LOPES DOS SANTOS FILHO,0.67698
1996,BA,AURELINO LEAL,PL,GILBERTO RAMOS DE ANDRADE,0.73983
1996,BA,TUCANO,PFL,GILDASIO PENEDO CAVALCANTI DE ALBUQUERQUE,0.54958
1996,BA,ITAGIMIRIM,PTB,GILDO GONCALVES DA COSTA,0.40479
1996,BA,MUQUEM DO SAO FRANCISCO,PMDB,GILSON GOMES DE SANTANA PEREIRA,0.57877
1996,BA,ITAGIBA,PTB,GILSON MANOEL FONSECA,0.65797
1996,BA,VITORIA DA CONQUISTA,PT,GUILHERME MENEZES DE ANDRADE,0.59749
1996,BA,BOTUPORA,PTB,HEDILIO BRANDAO MARQUES,0.68523
1996,BA,BOA VISTA DO TUPIM,PMDB,HELDER LOPES CAMPOS,0.50804
1996,BA,CONDE,PL,HELIO FRANCISCO DOS SANTOS,0.5413
1996,BA,CANAPOLIS,PTB,HELIO JOSE DE OLIVEIRA,0.59533
1996,BA,PINDOBACU,PTB,HELIO PALMEIRA DE CARVALHO,0.51361
1996,BA,PRESIDENTE JANIO QUADROS,PFL,HERMES BONFIM CHELES NASCIMENTO,0.50034
1996,BA,RIACHAO DO JACUIPE,PL,HERVAL LIMA CAMPOS,0.52942
1996,BA,CAATIBA,PFL,HUMBERTO DE ALMEIDA ANTUNES,0.72935
1996,BA,GAVIAO,PMN,HUMBERTO JOSE VIEIRA,0.50913
1996,BA,MURITIBA,PTB,HUMBERTO OLIVEIRA SILVA,0.39127
1996,BA,WAGNER,PFL,IRIS ALENCAR FERNANDES DA SILVA,0.53378
1996,BA,JAGUAQUARA,PFL,ITALO RABELO DO AMARAL,0.57095
1996,BA,RUY BARBOSA,PTB,ITAMAR JOSE DE OLIVEIRA,0.45278
1996,BA,ITABELA,PFL,IVO MANZOLI,0.52531
1996,BA,SAO DOMINGOS,PFL,IZAQUE PINHEIRO DA COSTA,0.57307
1996,BA,ILHEUS,PSDB,JABES SOUSA RIBEIRO,0.64646
1996,BA,BANZAE,PFL,JAILMA DANTAS GAMA,0.66164
1996,BA,JOAO DOURADO,PFL,JAILTON LUIZ DOURADO FRANCA,0.48322
1996,BA,JANDAIRA,PSC,JAIME PAULO DOS SANTOS,0.32705
1996,BA,CANDIDO SALES,PMDB,JAIMILTON SOUSA ACIOLY,0.56826
1996,BA,CRISTOPOLIS,PFL,JAIR PAIVA DE MIRANDA,0.56487
1996,BA,NOVO HORIZONTE,PL,JAIRO DE ARAUJO QUEIROZ,0.58527
1996,BA,IBICUI,PSL,JEDIAEL VEIGA MORAIS,0.50087
1996,BA,SAO DESIDERIO,PFL,JOAO BARBOSA DE SOUZA SOBRINHO,0.43058
1996,BA,ALAGOINHAS,PMN,JOAO BATISTA FISCINA,0.47177
1996,BA,JEREMOABO,PFL,JOAO BATISTA MELO DE CARVALHO,0.5553
1996,BA,TANQUINHO,PFL,JOAO BISPO SOARES DA CRUZ,0.50909
1996,BA,RODELAS,PL,JOAO DA MATA FONSECA,0.58379
1996,BA,COCOS,PFL,JOAO DA SILVA CARNEIRO,0.56299
1996,BA,ABARE,PL,JOAO DODO NETO,0.38361
1996,BA,OURO BRANCO,PL,JOAO EVANGELISTA VEIGA PEREIRA,0.72239
1996,BA,CIPO,PFL,JOAO FERREIRA DA SILVA,0.62344
1996,BA,CARDEAL DA SILVA,PFL,JOAO FERREIRA DE CARVALHO,0.50792
1996,BA,AGUA QUENTE,PFL,JOAO PAULO DE SOUZA,0.5001
1996,BA,POTIRAGUA,PTB,JOAO PEREIRA LISBOA,0.51916
1996,BA,TEOLANDIA,PFL,JOAO RAMOS DE OLIVEIRA,0.50946
1996,BA,CANUDOS,PSDB,JOAO RIBEIRO GAMA,0.50288
1996,BA,RIO REAL,PSC,JOAO RODRIGUES DE GOES,0.58133
1996,BA,COARACI,PMDB,JOAQUIM ALMEIDA TORQUATO,0.49905
1996,BA,SATIRO DIAS,PL,JOAQUIM BELARMINO CARDOSO NETO,0.48391
1996,BA,QUIJINGUE,PFL,JOAQUIM MANOEL DOS SANTOS,0.52376
1996,BA,TREMEDAL,PSDB,JOAQUIM NONATO DA SILVA,0.53373
1996,BA,UMBURANAS,PFL,JOEL MUNIZ DE ALMEIDA,0.45144
1996,BA,SANTALUZ,PMDB,JOELCIO MARTINS DA SILVA,0.55253
1996,BA,AMERICA DOURADA,PTB,JOELSON CARDOSO DO ROSARIO,0.50299
1996,BA,MONTE SANTO,PFL,JORGE JOSE ANDRADE,0.49463
1996,BA,TANHACU,PTB,JORGE TEIXEIRA DA ROCHA,0.68334
1996,BA,BOM JESUS DA SERRA,PL,JORNANDO VILASBOAS ALVES,0.56875
1996,BA,CORONEL JOAO SA,PFL,JOSE ADELMO DOS SANTOS,0.66667
1996,BA,ITAPITANGA,PMDB,JOSE ALVES DE ARAUJO,0.53536
1996,BA,CORIBE,PFL,JOSE ALVES FERREIRA,0.55153
1996,BA,IBIRATAIA,PTB,JOSE ANTONIO DA COSTA,0.53843
1996,BA,ANGUERA,PTB,JOSE ARY VIEIRA FILHO,0.50518
1996,BA,SAO JOSE DA VITORIA,PFL,JOSE AVILA SILVEIRA,0.50393
1996,BA,SANTA RITA DE CASSIA,PMDB,JOSE BENEDITO ROCHA ARAGAO,0.54575
1996,BA,ITAPICURU,PMDB,JOSE CALDAS DE ALMEIDA,0.58857
1996,BA,CRISOPOLIS,PFL,JOSE CALDAS FILHO,0.57328
1996,BA,IGAPORA,PMDB,JOSE CALMITO FAGUNDES LEDO,0.50607
1996,BA,ARATACA,PMN,JOSE CARLOS DOS SANTOS,0.45708
1996,BA,SEABRA,PTB,JOSE CARLOS SANTOS DE ATHAYDE,0.69379
1996,BA,BARRA DO MENDES,PFL,JOSE CARLOS SODRE DOS SANTOS,0.5399
1996,BA,REMANSO,PRP,JOSE CLEMENTINO DE CARVALHO FILHO,0.58816
1996,BA,ARACAS,PTB,JOSE COELHO IRMAO,0.53154
1996,BA,RIO DO PIRES,PFL,JOSE DE OLIVEIRA MACEDO,0.51433
1996,BA,JABORANDI,PSDB,JOSE DIAS DA SILVA,0.55934
1996,BA,IGRAPIUNA,PTB,JOSE EDMUNDO SEIXAS DOCIO,0.58537
1996,BA,ITATIM,PPB,JOSE EDSON FIGUEIREDO ANDRADE,0.52221
1996,BA,ARACI,PDT,JOSE ELIOTERIO DA SILVA ZEDAFO,0.5063
1996,BA,CAMACARI,PTB,JOSE EUDORO REIS TUDE,0.61646
1996,BA,FEIRA DE SANTANA,PPB,JOSE FALCAO DA SILVA,0.29443
1996,BA,CACHOEIRA,PRP,JOSE FERNANDES MACIEL LIMA,0.36291
1996,BA,MAIQUINIQUE,PTB,JOSE FRANCISCO DE LACERDA,0.55006
1996,BA,ANSELMO DA FONSECA,PFL,JOSE FREITAS DE ANDRADE,0.60743
1996,BA,SAO FELIPE,PL,JOSE GUEDES,0.54767
1996,BA,UBAITABA,PL,JOSE GUILHERME CORREA,0.47408
1996,BA,URANDI,PFL,JOSE HUMBERTO CARVALHO ROCHA,0.63716
1996,BA,CAMPO FORMOSO,PFL,JOSE JOAQUIM DE SANTANA,0.58368
1996,BA,CHORROCHO,PL,JOSE JUVENAL DE ARAUJO,0.92887
1996,BA,PILAO ARCADO,PFL,JOSE LAURO TEIXEIRA DA ROCHA,0.5845
1996,BA,IPUPIARA,PPB,JOSE LUCIANO NOVAIS,0.66256
1996,BA,ACAJUTIBA,PFL,JOSE LUIZ MENDES BRITO,0.61058
1996,BA,ICHU,PFL,JOSE MARTINS CARNEIRO,0.72272
1996,BA,QUEIMADAS,PFL,JOSE MAURO DE OLIVEIRA FILHO,0.56313
1996,BA,PARIPIRANGA,PTB,JOSE MENEZES DE CARVALHO,0.70468
1996,BA,TANQUE NOVO,PFL,JOSE MESSIAS CARNEIRO,0.58463
1996,BA,IPIAU,PFL,JOSE MOTA FERNANDES,0.51853
1996,BA,CATU,PMDB,JOSE NARDISON BORGES DE SALES,0.58158
1996,BA,SERROLANDIA,PL,JOSE ORACIO PIRES,0.57708
1996,BA,ITAPETINGA,PL,JOSE OTAVIO CURVELO,0.50866
1996,BA,ALMADINA,PMDB,JOSE RAIMUNDO LAUDANO SANTOS,0.55803
1996,BA,NOVA SOURE,PL,JOSE RAMOS DE SOUZA,0.39447
1996,BA,MIGUEL CALMON,PL,JOSE RICARDO LEAL REQUIAO,0.65469
1996,BA,LAPAO,PTB,JOSE RICARDO RODRIGUES BARBOSA,0.56186
1996,BA,PORTO SEGURO,PSB,JOSE UBALDINO ALVES PINTO JUNIOR,0.44222
1996,BA,SAO SEBASTIAO DO PASSE,PMDB,JOSE VALDOMIRO PENA,0.58615
1996,BA,IBIPITANGA,PFL,JOSE XAVIER MENDES,0.51144
1996,BA,ITABERABA,PSDB,JOSENILDO MIGUEL DE BRITO,0.41747
1996,BA,IBIPEBA,PDT,JOVINO SOARES BARRETO,0.55794
1996,BA,SERRA DOURADA,PFL,JOVITO TEIXEIRA DE OLIVEIRA,0.64303
1996,BA,IBITIARA,PFL,JUAREZ MARCELINO DA SILVA,0.64078
1996,BA,PARAMIRIM,PTB,JULIO BERNARDO BRITO VIEIRA BITTENCOURT,0.69038
1996,BA,ITAETE,PDT,LEONIDIO SOUZA DAMASCENO FILHO,0.63037
1996,BA,JACOBINA,PFL,LEOPOLDO MORAES PASSOS,0.4139
1996,BA,CAMPO ALEGRE DE LOURDES,PL,LEVI RODRIGUES DIAS,0.60724
1996,BA,CORDEIROS,PFL,LINDOLFO RIBEIRO DA SILVA,0.80693
1996,BA,CONTENDAS DO SINCORA,PFL,LOURIVAL DOS SANTOS SILVA,0.50752
1996,BA,CARAIBAS,PTB,LOURIVAL SILVEIRA DIAS,0.56239
1996,BA,FILADELFIA,PL,LOURIVALDO PEREIRA MAIA,0.56291
1996,BA,CONCEICAO DO ALMEIDA,PL,LUCIA BORGES CONI,0.59292
1996,BA,NOVA REDENCAO,PL,LUCIANO CEZAR GOMES AZEVEDO,0.50896
1996,BA,DOM BASILIO,PSC,LUCIANO PEREIRA SILVA,0.5458
1996,BA,PIRIPA,PTB,LUCIANO RIBEIRO ROCHA,0.63368
1996,BA,UBAIRA,PFL,LUCIO PASSOS MONTEIRO,0.60566
1996,BA,UTINGA,PFL,LUIZ ALBERTO SILVA MUNIZ,0.5343
1996,BA,RIO DO ANTONIO,PL,LUIZ ALVES FARIAS,0.50016
1996,BA,SOBRADINHO,PDT,LUIZ BERTI TOMAS SANJUAN,0.696
1996,BA,BOQUIRA,PTB,LUIZ CARLOS OLIVEIRA MACHADO,0.56739
1996,BA,IPIRA,PFL,LUIZ CARLOS SANTOS MARTINS,0.50676
1996,BA,ANTONIO GONCALVES,PTB,LUIZ GONZAGA AMORIM CARDOSO,0.60866
1996,BA,SEBASTIAO LARANJEIRAS,PMDB,LUIZ RODRIGUES MONCAO,0.59032
1996,BA,ITUACU,PPB,LUPES JOSE DOS SANTOS,0.579
1996,BA,SANTANOPOLIS,PTB,MANOEL ALVES DA SILVA,0.56962
1996,BA,NOVA VICOSA,PSB,MANOEL COSTA ALMEIDA,0.60605
1996,BA,IUIU,PTB,MANOEL FRANCISCO GUEDES,0.55887
1996,BA,MARAU,PSC,MANOEL NERY DAMASCENO,0.45039
1996,BA,GUARATINGA,PPS,MANOEL PORTO MARTINS,0.34682
1996,BA,RIBEIRA DO AMPARO,PTB,MANOEL RODRIGUES BARBOSA,0.54408
1996,BA,ADUSTINA,PFL,MANOEL VIEIRA DE SANTANA,0.50636
1996,BA,AIQUARA,PFL,MANOELITO FERNANDES SANTOS,0.75009
1996,BA,CRAVOLANDIA,PMDB,MANOELITO PASSOS ARAUJO,0.62555
1996,BA,CAIRU,PFL,MANUEL VEIGA PELETEIRO FILHO,0.58042
1996,BA,CAMAMU,PTB,MARCELO HLAVNICKA,0.46347
1996,BA,MATA DE SAO JOAO,PTB,MARCIA CAVALCANTI CARNEIRO DIAS,0.53296
1996,BA,CONDEUBA,PFL,MARCOLINO GONSALVES DA SILVA NETO,0.5109
1996,BA,ANTONIO CARDOSO,PSDB,MARIA ANGELICA LOPES CARVALHO,0.50514
1996,BA,SANTA TERESINHA,PMDB,MARIA CARDOSO DE LIMA,0.57721
1996,BA,ITANAGRA,PTB,MARIA JOSE BAHIENSE DA COSTA,0.5384
1996,BA,POJUCA,PTB,MARIA LUIZA DIAS LAUDANO,0.63926
1996,BA,CORACAO DE MARIA,PL,MARILTON FERREIRA DOS SANTOS,0.66078
1996,BA,BREJOLANDIA,PFL,MARISETE DE SOUZA BASTOS,0.54393
1996,BA,TABOCAS DO BREJO VELHO,PMDB,MARTINIANO GONCALVES DE ARAUJO,0.51117
1996,BA,IACU,PFL,MAURILO JOSE RAMOS SOBRINHO,0.49348
1996,BA,MUCURI,PFL,MILTON JOSE FONSECA BORGES,0.46969
1996,BA,URUCUCA,PTB,MOACYR BATISTA DE SOUZA LEITE JUNIOR,0.3782
1996,BA,PLANALTINO,PPB,NAICE GOMES MACHADO,0.46727
1996,BA,WANDERLEY,PTB,NELSON ROCHA DE MAGALHAES,0.44598
1996,BA,SANTA MARIA DA VITORIA,PSC,NERY PEREIRA BATISTA,0.29165
1996,BA,PINTADAS,PT,NEUZA CADORE,0.53025
1996,BA,ITAGUACU DA BAHIA,PTB,NEY ALVES DE CARVALHO,0.55991
1996,BA,VERA CRUZ,PTB,NICANDRO MOREIRA DE MACEDO,0.4952
1996,BA,BOM JESUS DA LAPA,PMDB,NILSO RIBEIRO MACIEL,0.57315
1996,BA,BARRA DO CHOCA,PMDB,OBERDAN ROCHA DIAS,0.56713
1996,BA,ITANHEM,PFL,OSEAS MOREIRA LISBOA,0.58196
1996,BA,BURITIRAMA,PPB,OSLINDO JACOBINA DE ALMEIDA,0.63335
1996,BA,CAPELA DO ALTO ALEGRE,PPB,OSVALDO FERNANDES DE ARAUJO,0.59399
1996,BA,SERRINHA,PL,PAULINO ALEXANDRE SANTANA,0.46368
1996,BA,PAULO AFONSO,PFL,PAULO BARBOSA DE DEUS,0.63932
1996,BA,RIBEIRAO DO LARGO,PL,PAULO DE ALMEIDA LUZ,0.71402
1996,BA,EUNAPOLIS,PMDB,PAULO ERNESTO RIBEIRO DA SILVA,0.37982
1996,BA,IRAQUARA,PFL,PAULO MIRANDA LELES,0.519
1996,BA,TAPEROA,PMDB,PAULO ROBERTO SALDANHA VIANNA,0.45783
1996,BA,AMELIA RODRIGUES,PMDB,PEDRO AMERICO DE BRITTO FILHO,0.40615
1996,BA,UAUA,PMDB,PEDRO BATISTA RIBEIRO,0.55529
1996,BA,LAGOA REAL,PTB,PEDRO CARDOSO CASTRO,0.94262
1996,BA,RIO DE CONTAS,PFL,PEDRO DA ROCHA REIS FILHO,0.68072
1996,BA,FORMOSA DO RIO PRETO,PFL,PEDRO GUEDES FILHO,0.5517
1996,BA,ITAPE,PFL,PEDRO JAKSON BRANDAO ALMEIDA,0.53602
1996,BA,SOUTO SOARES,PSL,PETRONIO BATISTA DE SOUZA,0.90707
1996,BA,PEDRO ALEXANDRE,PPB,PETRONIO PEREIRA GOMES,0.58135
1996,BA,JUCURUCU,PL,PORFIRO ANTONIO RODRIGUES,0.5621
1996,BA,CARINHANHA,PSDB,RAIMUNDO ANTONIO DA SILVA,0.56806
1996,BA,CRUZ DAS ALMAS,PTB,RAIMUNDO JEAN CAVALCANTE SILVA,0.47948
1996,BA,SANTO AMARO,PL,RAIMUNDO JOSE CARNEIRO PIMENTA,0.33137
1996,BA,LAJE,PFL,RAIMUNDO JOSE DE ALMEIDA,0.55092
1996,BA,FLORESTA AZUL,PFL,RAIMUNDO SILVA CARDOSO,0.50497
1996,BA,TAPIRAMUTA,PTB,RAIMUNDO VASCONCELOS SANTOS,0.58299
1996,BA,MALHADA DE PEDRAS,PPB,RAMON DOS SANTOS,0.51125
1996,BA,MAIRI,PFL,RAMON GONZALEZ MIRANDA,0.49875
1996,BA,APUAREMA,PL,RAUL FERNANDES DE OLIVEIRA,0.65286
1996,BA,ENTRE RIOS,PFL,RAUL MALBOUISSON MELLO,0.51216
1996,BA,QUIXABEIRA,PL,RAULINDO DE ARAUJO RIOS,0.51541
1996,BA,CANDIBA,PFL,REGINALDO MARTINS PRADO,0.6511
1996,BA,VALENTE,PPB,REINALDO RAMOS RIOS,0.49156
1996,BA,LAJEDO DO TABOCAL,PTB,REIVALDO MOREIRA FAGUNDES,0.8698
1996,BA,PONTO NOVO,PTB,RENIVALDO JOSE PORCINO,0.5611
1996,BA,ITARANTIM,PSDB,RICARDO DE MELO SOUTO,0.51354
1996,BA,JUAZEIRO,PFL,RIVADAVIO ESPINOLA RAMOS,0.53828
1996,BA,LAURO DE FREITAS,PMDB,ROBERTO DE OLIVEIRA MUNIZ,0.48449
1996,BA,JEQUIE,PFL,ROBERTO PEREIRA DE BRITO,0.45072
1996,BA,IBOTIRAMA,PFL,ROBERVAL ALVES DE SOUZA,0.5233
1996,BA,SANTA INES,PPB,ROMILDO ALCANTARA DE ANDRADE,0.56426
1996,BA,GONGOGI,PFL,ROQUE ROCHA MONTEIRO,0.36875
1996,BA,MANSIDAO,PL,ROSA AMELIA DE OLIVEIRA LIMA,0.41327
1996,BA,SANTA BRIGIDA,PTB,ROSALIA RODRIGUES FRANCA,0.52928
1996,BA,AMARGOSA,PDT,ROSALVO JONAS BORGES SALES,0.49824
1996,BA,IBIRAPITANGA,PL,RUIVERSON LEMOS BARCELOS,0.50554
1996,BA,CATURAMA,PTB,SALOMAO PEREIRA FERNANDES,0.62858
1996,BA,CURACA,PSDB,SALVADOR LOPES GONSALVES,0.51264
1996,BA,PE DE SERRA,PFL,SATURNINO VIEIRA DE SANTANA,0.522
1996,BA,MACAUBAS,PFL,SEBASTIAO NUNES,0.54192
1996,BA,CALDEIRAO GRANDE,PSDB,SERGIO LUIS SILVA PASSOS,0.55261
1996,BA,INHAMBUPE,PL,SIMONE SIMOES NERI PRINZ,0.52281
1996,BA,GUANAMBI,PTB,SIZALTINA RODRIGUES DONATO,0.47508
1996,BA,COTEGIPE,PFL,SOLANGE SILVEIRA PASSOS CRISOSTOMO,0.498
1996,BA,MUCUGE,PPB,TACIO MEDRADO MATTOS,0.76418
1996,BA,CONCEICAO DO JACUIPE,PV,TANIA MARLI RIBEIRO YOSHIDA,0.40248
1996,BA,VARZEA DO POCO,PSC,TERENCIO DE CARVALHO LOPES,0.62022
1996,BA,GLORIA,PFL,TERTULIANO PEDRO LISBOA,0.56393
1996,BA,NOVA ITARANA,PTB,THEONAS SILVA REBOUCAS,0.59236
1996,BA,RIACHO DE SANTANA,PTB,TITO EUGENIO CARDOSO DE CASTRO,0.59351
1996,BA,UIBAI,PPB,UBIRACI ROCHA LEVI,0.49194
1996,BA,FIRMINO ALVES,PL,VAILSON DA SILVA CUNHA,0.77922
1996,BA,MALHADA,PFL,VALDEMAR LACERDA SILVA FILHO,0.57887
1996,BA,BOA NOVA,PFL,VALDEMAR PEREIRA CARMO,0.61934
1996,BA,CAETANOS,PMDB,VALMI CARLOS DA ROCHA,0.616
1996,BA,NOVA CANAA,PDT,VALMIR ROCHA ANDRADE,0.52272
1996,BA,JUSSARA,PFL,VALTER MENDES LOPES,0.65217
1996,BA,ANDARAI,PFL,VICENTE CEZARINO,0.59187
1996,BA,ITAPARICA,PSDB,VICENTE GONCALVES DA SILVA,0.37761
1996,BA,CACULE,PL,VITOR HUGO FIGUEIREDO SANTOS,0.53607
1996,BA,ITIRUCU,PSDB,WAGNER PEREIRA NOVAES,0.52218
1996,BA,TEIXEIRA DE FREITAS,PL,WAGNER RAMOS DE MENDONCA,0.49054
1996,BA,JUSSARI,PT,WALNIO RIBEIRO MUNIZ,0.41477
1996,BA,IGUAI,PMDB,WANDERLEY FRAGA LIMA,0.52841
1996,BA,ALCOBACA,PMDB,WILSON ALVES DE BRITO,0.39109
1996,BA,NORDESTINA,PL,WILSON ARAUJO MATOS,0.6611
1996,BA,VARZEA DA ROCA,PTB,WILSON LAZARO BRASILEIRO MASCARENHAS,0.50026
1996,BA,MUNDO NOVO,PMDB,WILSON LINCOLN MURICY,0.54635
1996,BA,SANTANA,PSDB,WILSON NEVES DE ALMEIDA,0.53785
1996,BA,SALINAS DA MARGARIDA,PTB,WILSON RIBEIRO PEDREIRA,0.83527
1996,CE,PORANGA,PSDB,ABDORAL EUFRASINO DE PINHO,0.57561
1996,CE,PARACURU,PFL,ABNER ALBUQUERQUE DE OLIVEIRA,0.55946
1996,CE,JAGUARETAMA,PSDB,AFONSO CUNHA SALDANHA,0.68563
1996,CE,UMARI,PSDB,ANTOCILDO BARBOSA RIBEIRO,0.80803
1996,CE,MIRAIMA,PSDB,ANTONIO ANASTACIO PEREIRA BARROSO,0.51107
1996,CE,ASSARE,PSDB,ANTONIO BENJAMIN DE OLIVEIRA FILHO,0.51664
1996,CE,PENTECOSTE,PSDB,ANTONIO BRAGA DE AZEVEDO,0.45415
1996,CE,IRAUCUBA,PSDB,ANTONIO EVALDO GOMES BASTOS,0.50633
1996,CE,BARBALHA,PFL,ANTONIO INALDO DE SA BARRETO,0.68914
1996,CE,SANTA QUITERIA,PMDB,ANTONIO LUCIANO LOBO DE MESQUITA,0.46994
1996,CE,CARIRE,PPS,ANTONIO NARCELIO RODRIGUES PONTE,0.54173
1996,CE,ARNEIROZ,PSDB,ANTONIO NUNES DE SOUSA,0.63067
1996,CE,ARARENDA,PDT,ANTONIO PEREIRA DE SENA,1
1996,CE,VARJOTA,PMDB,ANTONIO PIRES FERREIRA,0.54883
1996,CE,POTENGI,PFL,ANTONIO RIVALDO RODRIGUES,0.54305
1996,CE,JIJOCA DE JERICOACOARA,PSD,ARAUJO MARQUES FERREIRA,0.52049
1996,CE,BAIXIO,PSDB,ARMANDO QUARESMA TRIGUEIRO,0.52686
1996,CE,BANABUIU,PSD,BENEDITO GONCALVES DE MELO,0.57867
1996,CE,AQUIRAZ,PSDB,CARLOS AUGUSTO MATOS PIRES,0.55013
1996,CE,RERIUTABA,PL,CARLOS ROBERTO AGUIAR,0.55666
1996,CE,GRANJA,PSD,CARMEM SALES OLIVEIRA ARRUDA,0.41958
