PMDB,PT,PSDB,PP,PR,PSD,PSB,DEM,PRB,PDT,PTB,SD,PTN,PCdoB,PSC,PPS,PHS,PV,PSOL,PROS,REDE,PTdoB,PEN,PSL,PMB,PRP,ano,municipio_codigo,cargo_codigo,partido_codigo,coligacao,populacao,latitude,longitude,estado,municipio,cargo,tipo,partido,coligacao_nome,coligacao_partidos,candidaturas_mun
0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,23698,11,,1,95481.117,-8.3500004,-35.759998,PE,CAMOCIM DE SÃO FÉLIX,PREFEITO,COLIGACAO,PP,UNIDOS POR CAMOCIM,PP / PDT / PSL / PR / DEM / PSDB / PSD / PROS,2
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,23710,11,,1,49700.559,-7.4000001,-35.27,PE,CAMUTANGA,PREFEITO,COLIGACAO,PMDB,COLIGACAO FRENTE POPULAR DE CAMUTANGA MUDAR COM SEGURANCA,PMDB / PR / PTB,2
0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,23710,11,,1,49700.559,-7.4000001,-35.27,PE,CAMUTANGA,PREFEITO,COLIGACAO,PSB,FRENTE POPULAR DE CAMUTANGA,PSB / PDT / PSD / PROS,2
1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,23736,11,,1,156970.14,-8.8800001,-36.189999,PE,CANHOTINHO,PREFEITO,COLIGACAO,PSD,VONTADE DO POVO,PSD / PMDB / DEM / PSDC / PSDB,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,23736,11,,1,156970.14,-8.8800001,-36.189999,PE,CANHOTINHO,PREFEITO,COLIGACAO,PP,MUDA CANHOTINHO,PP / PSB,2
0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,23752,11,,1,128459.23,-8.7299995,-36.619999,PE,CAPOEIRAS,PREFEITO,COLIGACAO,PSB,É POSSÍVEL FAZER SEMPRE MAIS,PSB / PSD / PSC / PTC / PR / PMDB,2
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,23752,11,,1,128459.23,-8.7299995,-36.619999,PE,CAPOEIRAS,PREFEITO,COLIGACAO,DEM,CAPOEIRAS AVANÇA JUNTO COM O POVO,DEM / SD / PTN,2
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,23779,11,,1,122801.6,-7.8000002,-37.790001,PE,CARNAÍBA,PREFEITO,COLIGACAO,PR,UNIÃO E TRANSFORMAÇÃO CARNAÍBA PARA TODOS,PR / PTB / PRP / PTC,3
0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2016,23779,11,,1,122801.6,-7.8000002,-37.790001,PE,CARNAÍBA,PREFEITO,COLIGACAO,PSB,FRENTE POPULAR DE CARNAIBA,PSB / PDT / PSC / PHS / PSDB / PSD / PROS,3
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2016,23779,11,,1,122801.6,-7.8000002,-37.790001,PE,CARNAÍBA,PREFEITO,COLIGACAO,PT,FRENTE PELA VERDADEIRA MUDANÇA,PT / PMDB / PSL / PV / PC do B / PT do B,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,23795,11,50,0,376830.81,-7.8499999,-35.25,PE,CARPINA,PREFEITO,PARTIDO ISOLADO,PSOL,#NULO#,PSOL,5
0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2016,23795,11,,1,376830.81,-7.8499999,-35.25,PE,CARPINA,PREFEITO,COLIGACAO,PSD,RUMO NOVO COM A FORÇA DO POVO,PSD / PTC / PC do B / PRB / PEN / PSDC,5
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,2016,23795,11,,1,376830.81,-7.8499999,-35.25,PE,CARPINA,PREFEITO,COLIGACAO,PSB,FRENTE POPULAR DE CARPINA,PSB / PSDB / PV / PHS / PROS / PPS / PMN / PSC / PPL / PRP / PMB,5
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,23795,11,,1,376830.81,-7.8499999,-35.25,PE,CARPINA,PREFEITO,COLIGACAO,PTB,FRENTE DE OPOSIÇÃO MUDA CARPINA,PTB / PTN / PT,5
1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,23795,11,,1,376830.81,-7.8499999,-35.25,PE,CARPINA,PREFEITO,COLIGACAO,PDT,O TRABALHO ESTÁ DE VOLTA,PDT / PMDB / SD / PP / PR,5
0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,2016,23817,11,,1,1596041.5,-8.2799997,-35.970001,PE,CARUARU,PREFEITO,COLIGACAO,PRB,JUNTOS POR CARUARU,PRB / PSL / PTN / DEM / PRTB / PMN / PSDB / PEN / PT do B / PROS / PTB,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,23817,11,21,0,1596041.5,-8.2799997,-35.970001,PE,CARUARU,PREFEITO,PARTIDO ISOLADO,PCB,#NULO#,PCB,7
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2016,23817,11,,1,1596041.5,-8.2799997,-35.970001,PE,CARUARU,PREFEITO,COLIGACAO,PMDB,A FORÇA DO POVO,PMDB / PV / PSD / PMB / PPS / SD / PSDC,7
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,23817,11,,1,1596041.5,-8.2799997,-35.970001,PE,CARUARU,PREFEITO,COLIGACAO,PR,A CARUARU DO FUTURO COMEÇA AGORA,PR / PSC,7
0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2016,23817,11,,1,1596041.5,-8.2799997,-35.970001,PE,CARUARU,PREFEITO,COLIGACAO,PP,CARUARU CADA VEZ MELHOR,PP / PDT / PT / PTC / PSB / PRP / PC do B,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,23817,11,31,0,1596041.5,-8.2799997,-35.970001,PE,CARUARU,PREFEITO,PARTIDO ISOLADO,PHS,#NULO#,PHS,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,23817,11,50,0,1596041.5,-8.2799997,-35.970001,PE,CARUARU,PREFEITO,PARTIDO ISOLADO,PSOL,#NULO#,PSOL,7
0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2016,23833,11,,1,197568.72,-8.6599998,-35.709999,PE,CATENDE,PREFEITO,COLIGACAO,PSC,POR UM NOVO TEMPO,PSC / DEM / PPS / PSD / PMN / PC do B,5
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,23833,11,14,0,197568.72,-8.6599998,-35.709999,PE,CATENDE,PREFEITO,PARTIDO ISOLADO,PTB,#NULO#,PTB,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2016,23833,11,,1,197568.72,-8.6599998,-35.709999,PE,CATENDE,PREFEITO,COLIGACAO,PSOL,AVANÇA CATENDE,PSOL / PEN / PPL,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,23833,11,31,0,197568.72,-8.6599998,-35.709999,PE,CATENDE,PREFEITO,PARTIDO ISOLADO,PHS,#NULO#,PHS,5
0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,23833,11,,1,197568.72,-8.6599998,-35.709999,PE,CATENDE,PREFEITO,COLIGACAO,PP,FRENTE POPULAR DE CATENDE,PP / PDT / PT / PSL / PTN / PR / PTC / PSB / PSDB / SD,5
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,23850,11,,1,52195.773,-7.7199998,-39.23,PE,CEDRO,PREFEITO,COLIGACAO,PT,UNIDOS PARA CEDRO AVANÇAR,PT / PTB / PR / PRP,2
1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,23850,11,,1,52195.773,-7.7199998,-39.23,PE,CEDRO,PREFEITO,COLIGACAO,PSB,CEDRO COM A FORÇA DO POVO,PSB / PMDB / PSDB / PSD / PC do B / PROS,2
1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2016,23876,11,,1,69485.055,-8,-35.209999,PE,CHÃ DE ALEGRIA,PREFEITO,COLIGACAO,PSB,FRENTE PARA RENOVAÇÃO ALEGRIENSE,PSB / PRB / PP / PMDB / PR / PPS / PHS / PTC / PSDB / PEN / SD,2
0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2016,23876,11,,1,69485.055,-8,-35.209999,PE,CHÃ DE ALEGRIA,PREFEITO,COLIGACAO,PSC,CHÃ DE ALEGRIA NO RUMO CERTO,PSC / PSD / PV / PRTB / PC do B / PDT / PTB,2
0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,2016,23892,11,,1,100579.29,-8.2299995,-35.459999,PE,CHÃ GRANDE,PREFEITO,COLIGACAO,PR,A ESPERANÇA ESTÁ DE VOLTA,PR / PROS / PRB / PP / PSL / REDE / PTN / PRTB / PRP / PSDB / PC do B / PT do B,2
0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,23892,11,,1,100579.29,-8.2299995,-35.459999,PE,CHÃ GRANDE,PREFEITO,COLIGACAO,PDT,FRENTE POPULAR DE CHÃ GRANDE,PDT / PTB / DEM / SD / PSB / PSD,2
0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2016,23914,11,,1,133514.33,-7.5799999,-35.099998,PE,CONDADO,PREFEITO,COLIGACAO,PTB,UNIDOS POR UM CONDADO MELHOR,PTB / PTN / PC do B / DEM / PV / PPS / PR / PSDB / PTC / PHS / PT / PSD,3
1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2016,23914,11,,1,133514.33,-7.5799999,-35.099998,PE,CONDADO,PREFEITO,COLIGACAO,PP,CONDADO COM QUEM SABE FAZER,PP / PRB / PMDB / PSB / PT do B / PSL / PRP / PEN / PDT,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,23914,11,,1,133514.33,-7.5799999,-35.099998,PE,CONDADO,PREFEITO,COLIGACAO,PCB,FRENTE DE RENOVAÇÃO,PCB / PSOL,3
1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,23930,11,,1,108304.88,-9.1199999,-36.330002,PE,CORRENTES,PREFEITO,COLIGACAO,PSB,FRENTE POPULAR DAS CORRENTES,PSB / PSDB / PP / PMDB / PMN / PV / PRP / PSD / SD,3
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,23930,11,,1,108304.88,-9.1199999,-36.330002,PE,CORRENTES,PREFEITO,COLIGACAO,PR,A VERDADEIRA MUDANÇA,PR / PT / PPS / PDT / PSL,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,23930,11,,1,108304.88,-9.1199999,-36.330002,PE,CORRENTES,PREFEITO,COLIGACAO,PHS,LUTANDO POR CORRENTES,PHS / DEM,3
1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,23957,11,,1,87336.313,-8.4700003,-35.540001,PE,CORTÊS,PREFEITO,COLIGACAO,PMDB,TRABALHO E CIDADANIA PARA CORTÊS,PMDB / PTB / DEM / PTN / PSDB / PTC / PRTB / PV,2
0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2016,23957,11,,1,87336.313,-8.4700003,-35.540001,PE,CORTÊS,PREFEITO,COLIGACAO,PSB,FRENTE POPULAR DE CORTÊS,PSB / PP / PDT / PSC / PR / PPS / PHS / PMN / PSD / PROS,2
0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2016,23973,11,,1,139258.59,-8,-35.689999,PE,CUMARU,PREFEITO,COLIGACAO,PP,SOMOS CUMARU DE CORAÇÃO,PP / PTC / PT / PC do B / PSB / PSDB / PT do B / PRB,2
1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,23973,11,,1,139258.59,-8,-35.689999,PE,CUMARU,PREFEITO,COLIGACAO,PSC,JUNTOS POR CUMARU,PSC / PSD / PTB / PMDB / PR,2
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2016,23990,11,,1,156525.58,-8.6099997,-35.950001,PE,CUPIRA,PREFEITO,COLIGACAO,PRB,POR UMA NOVA CUPIRA,PRB / PSDB / PTB / PPS / PROS / SD,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,23990,11,70,0,156525.58,-8.6099997,-35.950001,PE,CUPIRA,PREFEITO,PARTIDO ISOLADO,PTdoB,#NULO#,PT do B,3
1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2016,23990,11,,1,156525.58,-8.6099997,-35.950001,PE,CUPIRA,PREFEITO,COLIGACAO,PP,AVANÇA CUPIRA,PP / PDT / PMDB / PR / DEM / PHS / PMB / PTC / PSB / PSD,3
0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,24015,11,,1,175640.48,-8.0799999,-37.639999,PE,CUSTÓDIA,PREFEITO,COLIGACAO,PT,COLIGAÇÃO HONESTIDADE E TRABALHO PARA SEGUIR AVANÇANDO,PT / PSC / PTN / PDT / PTB / PRTB / PRP / PR,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24015,11,,1,175640.48,-8.0799999,-37.639999,PE,CUSTÓDIA,PREFEITO,COLIGACAO,PTC,#NOVA CUSTODIA,PTC / PROS,3
1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2016,24015,11,,1,175640.48,-8.0799999,-37.639999,PE,CUSTÓDIA,PREFEITO,COLIGACAO,PSD,UNIDOS POR UMA CUSTÓDIA MELHOR,PSD / PSB / PC do B / PMDB / PP / PPS / PRB / SD / DEM / PSDB,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,24031,11,,1,379643.16,-8.3500004,-35.220001,PE,ESCADA,PREFEITO,COLIGACAO,REDE,FRENTE RENOVADORA DA ESCADA,REDE / PMN,5
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2016,24031,11,,1,379643.16,-8.3500004,-35.220001,PE,ESCADA,PREFEITO,COLIGACAO,PSDB,É HORA DE DEFENDER ESCADA,PSDB / PSL / PV / PTC / PSDC,5
0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2016,24031,11,,1,379643.16,-8.3500004,-35.220001,PE,ESCADA,PREFEITO,COLIGACAO,PP,ESCADA E POVO DE NOVO,PP / PR / DEM / PRP / PROS / PMB / PC do B / PRTB,5
1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,2016,24031,11,,1,379643.16,-8.3500004,-35.220001,PE,ESCADA,PREFEITO,COLIGACAO,PT,FRENTE POPULAR DA ESCADA,PT / PPS / PEN / PSC / PT do B / SD / PTB / PMDB / PSD / PHS / PSB / PDT,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24031,11,54,0,379643.16,-8.3500004,-35.220001,PE,ESCADA,PREFEITO,PARTIDO ISOLADO,PPL,#NULO#,PPL,5
0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,24058,11,,1,208706.83,-7.5100002,-39.720001,PE,EXU,PREFEITO,COLIGACAO,PTB,UNIDOS COM O POVO,PTB / PSC / PP / PSDB / REDE,3
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24058,11,,1,208706.83,-7.5100002,-39.720001,PE,EXU,PREFEITO,COLIGACAO,PRB,"POR UM EXU NOVO,UM EXU DO POVO",PRB / PT / PHS,3
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24058,11,,1,208706.83,-7.5100002,-39.720001,PE,EXU,PREFEITO,COLIGACAO,PR,A CONFIANÇA DO POVO NA ESPERANÇA DO NOVO,PR / DEM / PTC / PSB,3
0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,24074,11,,1,114406.3,-7.9499998,-35.380001,PE,FEIRA NOVA,PREFEITO,COLIGACAO,PT,COM A FORÇA DO POVO,PT / PTB / PSL / PTN / PR / PSD / PP,2
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24074,11,,1,114406.3,-7.9499998,-35.380001,PE,FEIRA NOVA,PREFEITO,COLIGACAO,PTC,FEIRA NOVA NO RUMO CERTO,PTC / PSB / PMN / PSDB / PROS,2
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24090,11,,1,70874.461,-7.4400001,-35.240002,PE,FERREIROS,PREFEITO,COLIGACAO,PSB,UNIDOS POR UM FUTURO MELHOR,PSB / PT / PSD,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,24090,11,,1,70874.461,-7.4400001,-35.240002,PE,FERREIROS,PREFEITO,COLIGACAO,PSL,POR UM FERREIROS MELHOR,PSL / PMDB / PP,2
1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,24112,11,,1,140908.86,-7.8600001,-37.970001,PE,FLORES,PREFEITO,COLIGACAO,PDT,FLORES UNIDA PELA MUDANÇA,PDT / PMDB / PTC / PSB / PV / PSDB / PSD,3
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24112,11,,1,140908.86,-7.8600001,-37.970001,PE,FLORES,PREFEITO,COLIGACAO,PR,FRENTE POPULAR DE FLORES,PR / PP / PRTB / PT / PRP,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24112,11,14,0,140908.86,-7.8600001,-37.970001,PE,FLORES,PREFEITO,PARTIDO ISOLADO,PTB,#NULO#,PTB,3
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2016,24139,11,,1,150285.25,-8.6000004,-38.560001,PE,FLORESTA,PREFEITO,COLIGACAO,PRP,UNIÃO PARA MUDAR,PRP / PTC / PTB / REDE / PPS / PR / PRTB / PTN / PSC,3
0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2016,24139,11,,1,150285.25,-8.6000004,-38.560001,PE,FLORESTA,PREFEITO,COLIGACAO,PSD,FLORESTA UNIDA,PSD / PSB / PV / PSDC / PRB / PSL / PP / PSDB / PDT / PC do B,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,24139,11,,1,150285.25,-8.6000004,-38.560001,PE,FLORESTA,PREFEITO,COLIGACAO,PT,FLORESTA PARA O POVO,PT / PROS / PHS,3
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2016,24155,11,,1,83134.641,-7.9400001,-35.91,PE,FREI MIGUELINHO,PREFEITO,COLIGACAO,PSB,"UNIÃO, TRABALHO E PROGRESSO",PSB / PR / PROS / PRP / PDT,3
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24155,11,,1,83134.641,-7.9400001,-35.91,PE,FREI MIGUELINHO,PREFEITO,COLIGACAO,PT,"JUNTOS, CONSTRUINDO O FUTURO",PT / PSD / PTB / PTN,3
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,24155,11,,1,83134.641,-7.9400001,-35.91,PE,FREI MIGUELINHO,PREFEITO,COLIGACAO,DEM,UNIDOS POR FREI MIGUELINHO,DEM / PRB / PV / PRTB,3
1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,24171,11,,1,138520.16,-8.5799999,-35.380001,PE,GAMELEIRA,PREFEITO,COLIGACAO,PDT,GAMELEIRA DO POVO,PDT / PMDB / PP / PRB / PTB / PTC / PRP / PSDB / PEN,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,24171,11,,1,138520.16,-8.5799999,-35.380001,PE,GAMELEIRA,PREFEITO,COLIGACAO,PSOL,GAMELEIRA VALE A LUTA,PSOL / PT,4
0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2016,24171,11,,1,138520.16,-8.5799999,-35.380001,PE,GAMELEIRA,PREFEITO,COLIGACAO,PSL,FRENTE POPULAR DE GAMELEIRA,PSL / PHS / PSB / PSD / PC do B,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,24171,11,,1,138520.16,-8.5799999,-35.380001,PE,GAMELEIRA,PREFEITO,COLIGACAO,PR,GAMELEIRA EM BOAS MÃOS,PR / PROS / PSC / SD,4
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,24198,11,,1,746019.69,-8.8900003,-36.490002,PE,GARANHUNS,PREFEITO,COLIGACAO,PPS,PARA CUIDAR DE NOSSA GENTE,PPS / PSB / PSD / PR / PMDB / REDE,5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,24198,11,,1,746019.69,-8.8900003,-36.490002,PE,GARANHUNS,PREFEITO,COLIGACAO,DEM,POR GARANHUNS E UM BRASIL DECENTE,DEM / PV / SD,5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,24198,11,,1,746019.69,-8.8900003,-36.490002,PE,GARANHUNS,PREFEITO,COLIGACAO,PDT,AVANÇA GARANHUNS,PDT / PSOL / PRP,5
0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,2016,24198,11,,1,746019.69,-8.8900003,-36.490002,PE,GARANHUNS,PREFEITO,COLIGACAO,PSC,CONSTRUINDO O FUTURO,PSC / PRB / PSDC / PC do B / PT do B / PT / PSL / PMB / PTC / PSDB / PHS / PTB / PP,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24198,11,21,0,746019.69,-8.8900003,-36.490002,PE,GARANHUNS,PREFEITO,PARTIDO ISOLADO,PCB,#NULO#,PCB,5
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,2016,24210,11,,1,189821.02,-8,-35.290001,PE,GLÓRIA DO GOITÁ,PREFEITO,COLIGACAO,PR,UNIDOS POR GLORIA DO GOITÁ,PR / PSB / PSL / PMDB / PRTB / DEM / PPS / SD / PSOL / PEN / PSD / PTC / PRP / PC do B,2
0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2016,24210,11,,1,189821.02,-8,-35.290001,PE,GLÓRIA DO GOITÁ,PREFEITO,COLIGACAO,PRB,A ESPERANÇA SE RENOVA,PRB / PT / PTB / PTN / PSDB / PSC / PT do B / PMN,2
0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2016,24236,11,,1,403611.25,-7.5599999,-35,PE,GOIANA,PREFEITO,COLIGACAO,PR,UNIDOS POR GOIANA,PR / PSD / PRB / PP / PDT / PT / PSC / PRTB / PMN / PMB / PC do B,3
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,2016,24236,11,,1,403611.25,-7.5599999,-35,PE,GOIANA,PREFEITO,COLIGACAO,PSB,FRENTE POPULAR DE GOIANA,PSB / PRP / PHS / PROS / PSDB / DEM / REDE / PPS / PPL,3
1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2016,24236,11,,1,403611.25,-7.5599999,-35,PE,GOIANA,PREFEITO,COLIGACAO,PMDB,UNIÃO POR GOIANA,PMDB / PSL / SD / PTB / PT do B / PTN / PV / PEN,3
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24252,11,,1,37373.328,-7.71,-39.610001,PE,GRANITO,PREFEITO,COLIGACAO,PSB,A ESPERANÇA ESTA DE VOLTA,PSB / PRB / PMDB,2
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24252,11,,1,37373.328,-7.71,-39.610001,PE,GRANITO,PREFEITO,COLIGACAO,PT,'JUNTOS SOMOS MAIS FORTE',PT / PTB / PHS,2
