PMDB,PT,PSDB,PP,PR,PSD,PSB,DEM,PRB,PDT,PTB,SD,PTN,PCdoB,PSC,PPS,PHS,PV,PSOL,PROS,REDE,PTdoB,PEN,PSL,PMB,PRP,ano,municipio_codigo,cargo_codigo,partido_codigo,coligacao,populacao,latitude,longitude,estado,municipio,cargo,tipo,partido,coligacao_nome,coligacao_partidos,candidaturas_mun
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,35572,11,,1,51520.016,-17.68,-40.099998,BA,IBIRAPUÃ,PREFEITO,COLIGACAO,PP,UNIDOS PARA AVANÇAR,PP / PMDB / PROS / PDT,2
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,35572,11,,1,51520.016,-17.68,-40.099998,BA,IBIRAPUÃ,PREFEITO,COLIGACAO,SD,UNIÃO E LIBERDADE PARA IBIRAPUÃ,SD / PSC / DEM / PSB,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,35599,11,31,0,155682.02,-14.06,-39.639999,BA,IBIRATAIA,PREFEITO,PARTIDO ISOLADO,PHS,#NULO#,PHS,3
0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2016,35599,11,,1,155682.02,-14.06,-39.639999,BA,IBIRATAIA,PREFEITO,COLIGACAO,PP,IBIRATAIA DE MÃOS LIMPAS,PP / PDT / PT / PRB / PSL / PTN / PPS / PSB / PROS,3
1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2016,35599,11,,1,155682.02,-14.06,-39.639999,BA,IBIRATAIA,PREFEITO,COLIGACAO,PSD,PRA FAZER MAIS POR IBIRATAIA,PSD / PMDB / DEM / PEN / PSC / PSDB / PC do B / PRP,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35610,11,,1,95180.398,-12.65,-42.209999,BA,IBITIARA,PREFEITO,COLIGACAO,PT,IBITIARA NO CAMINHO CERTO,PT / PSB,2
1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2016,35610,11,,1,95180.398,-12.65,-42.209999,BA,IBITIARA,PREFEITO,COLIGACAO,PSD,JUNTOS SOMOS MAIS FORTES,PSD / PMDB / REDE / PP / PC do B,2
0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2016,35637,11,,1,105603.65,-11.54,-41.970001,BA,IBITITÁ,PREFEITO,COLIGACAO,PSD,NADA VENCE O TRABALHO,PSD / PP / PSL / PR / PC do B / PTB / PSDB / SD,2
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35637,11,,1,105603.65,-11.54,-41.970001,BA,IBITITÁ,PREFEITO,COLIGACAO,PMDB,TODOS POR IBITITÁ,PMDB / PRB / DEM / PSB / PPL / PMB,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35653,11,11,0,145962.88,-12.18,-43.220001,BA,IBOTIRAMA,PREFEITO,PARTIDO ISOLADO,PP,#NULO#,PP,3
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2016,35653,11,,1,145962.88,-12.18,-43.220001,BA,IBOTIRAMA,PREFEITO,COLIGACAO,DEM,PRA DEFENDER IBOTIRAMA,DEM / PMB / PSDB / PV / PPS,3
1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,2016,35653,11,,1,145962.88,-12.18,-43.220001,BA,IBOTIRAMA,PREFEITO,COLIGACAO,PT,PARA SEGUIR AVANÇANDO,PT / PSD / PSL / PR / PSC / PTN / PTB / PMDB / PDT / PROS / PRP / PEN / PC do B,3
0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2016,35670,11,,1,60135.137,-11.74,-39.189999,BA,ICHU,PREFEITO,COLIGACAO,PSC,ICHU LEVADO A SÉRIO,PSC / PRB / PROS / PSB / PSL / PP / PR / PT do B,2
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2016,35670,11,,1,60135.137,-11.74,-39.189999,BA,ICHU,PREFEITO,COLIGACAO,DEM,JUNTOS PELA VOLTA  DA CREDIBILIDADE,DEM / PHS / PTC / PSDB / PEN / PC do B,2
1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,35696,11,,1,100362.05,-13.77,-42.709999,BA,IGAPORÃ,PREFEITO,COLIGACAO,PRB,IGAPORÃ QUER MUDAR,PRB / PP / PT / PMDB / PTN / PC do B,2
0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,2016,35696,11,,1,100362.05,-13.77,-42.709999,BA,IGAPORÃ,PREFEITO,COLIGACAO,PR,UNIÃO É A NOSSA FORÇA,PR / PSL / PSD / DEM / PSDB / PSB / PTB / PT do B / PPS / PEN / PHS / PSC / SD / PRP,2
0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2016,35700,11,,1,86514.32,-13.82,-39.139999,BA,IGRAPIÚNA,PREFEITO,COLIGACAO,PSB,CAMINHAR SEGUIR EM FRENTE,PSB / PDT / PC do B / PEN / PT / PP / PRP / PSD / PTN,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35700,11,28,0,86514.32,-13.82,-39.139999,BA,IGRAPIÚNA,PREFEITO,PARTIDO ISOLADO,PRTB,#NULO#,PRTB,3
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35700,11,,1,86514.32,-13.82,-39.139999,BA,IGRAPIÚNA,PREFEITO,COLIGACAO,PMDB,NASCE UMA NOVA FORÇA PARA IGRAPIUNA,PMDB / PRB / PTC / PPS,3
1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2016,35718,11,,1,146100.66,-14.75,-40.080002,BA,IGUAÍ,PREFEITO,COLIGACAO,PT,A ESPERANÇA ESTÁ DE VOLTA,PT / PR / PPS / PSD / PMDB / PC do B,2
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35718,11,,1,146100.66,-14.75,-40.080002,BA,IGUAÍ,PREFEITO,COLIGACAO,DEM,JUNTOS PARA NOVAS REALIZAÇÕES,DEM / PDT / PRB,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35734,11,28,0,1563450.3,-14.78,-39.040001,BA,ILHÉUS,PREFEITO,PARTIDO ISOLADO,PRTB,#NULO#,PRTB,11
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35734,11,12,0,1563450.3,-14.78,-39.040001,BA,ILHÉUS,PREFEITO,PARTIDO ISOLADO,PDT,#NULO#,PDT,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,35734,11,,1,1563450.3,-14.78,-39.040001,BA,ILHÉUS,PREFEITO,COLIGACAO,PPS,VAMOS RECONTRUIR ILHÉUS,PPS / PTC,11
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2016,35734,11,,1,1563450.3,-14.78,-39.040001,BA,ILHÉUS,PREFEITO,COLIGACAO,PMDB,"ILHEUS, NOSSO MAIOR COMPROMISSO",PMDB / DEM / PSDC / PMB / PSB / PRP / PEN / PPL,11
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35734,11,13,0,1563450.3,-14.78,-39.040001,BA,ILHÉUS,PREFEITO,PARTIDO ISOLADO,PT,#NULO#,PT,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,35734,11,31,0,1563450.3,-14.78,-39.040001,BA,ILHÉUS,PREFEITO,PARTIDO ISOLADO,PHS,#NULO#,PHS,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,35734,11,50,0,1563450.3,-14.78,-39.040001,BA,ILHÉUS,PREFEITO,PARTIDO ISOLADO,PSOL,#NULO#,PSOL,11
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2016,35734,11,,1,1563450.3,-14.78,-39.040001,BA,ILHÉUS,PREFEITO,COLIGACAO,PSD,JUNTOS PRA CUIDAR DE ILHEUS,PSD / PSL / PTB / REDE / PT do B,11
0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2016,35734,11,,1,1563450.3,-14.78,-39.040001,BA,ILHÉUS,PREFEITO,COLIGACAO,PP,AVANÇA ILHÉUS,PP / PRB / PTN / PSDB / PC do B / PV / SD / PROS / PR,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,35734,11,20,0,1563450.3,-14.78,-39.040001,BA,ILHÉUS,PREFEITO,PARTIDO ISOLADO,PSC,#NULO#,PSC,11
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35734,11,40,0,1563450.3,-14.78,-39.040001,BA,ILHÉUS,PREFEITO,PARTIDO ISOLADO,PSB,#NULO#,PSB,11
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,35750,11,,1,161951.58,-11.78,-38.349998,BA,INHAMBUPE,PREFEITO,COLIGACAO,PCdoB,JUNTOS SOMOS MAIS POR UMA INHAMBUPE MELHOR,PC do B / PPL,3
0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,2016,35750,11,,1,161951.58,-11.78,-38.349998,BA,INHAMBUPE,PREFEITO,COLIGACAO,PPS,UNINDO FORÇAS PARA TRANSFORMAR INHAMBUPE,PPS / PRTB / PRP / PRB / PSB / PSL / PROS / PR / PSDB / PV / REDE / SD,3
0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2016,35750,11,,1,161951.58,-11.78,-38.349998,BA,INHAMBUPE,PREFEITO,COLIGACAO,PP,"UM NOVO TEMPO, UMA NOVA HISTÓRIA",PP / PTB / PSC / PTC / DEM / PSD / PDT / PTN / PMB / PEN / PMDB,3
0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,35777,11,,1,106162.14,-12.3,-39.299999,BA,IPECAETÁ,PREFEITO,COLIGACAO,PSD,UNIÃO. ESSA É A NOSSA FORÇA.,PSD / PP / PDT / PR / PPS / PTC / PSB / PSDB / PPL / PROS,3
1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,35777,11,,1,106162.14,-12.3,-39.299999,BA,IPECAETÁ,PREFEITO,COLIGACAO,PRB,JUNTOS SOMOS MAIS FORTES,PRB / PMDB / PTN / PSC / DEM / PRP,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35777,11,,1,106162.14,-12.3,-39.299999,BA,IPECAETÁ,PREFEITO,COLIGACAO,PT,RENOVA IPECAETÁ,PT / PRTB,3
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2016,35793,11,,1,261102.7,-14.13,-39.73,BA,IPIAÚ,PREFEITO,COLIGACAO,PMDB,"POR NOSSA TERRA, POR NOSSA GENTE",PMDB / PT do B / PSDB / PRP / PC do B,3
0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35793,11,,1,261102.7,-14.13,-39.73,BA,IPIAÚ,PREFEITO,COLIGACAO,DEM,O MELHOR PARA IPIAU,DEM / PDT / PR / PRB / PRTB,3
0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2016,35793,11,,1,261102.7,-14.13,-39.73,BA,IPIAÚ,PREFEITO,COLIGACAO,PP,IPIAU VAI VOLTAR A CRESCER,PP / PSD / PT / PV / PSB / PSL / PSC / PEN,3
0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,2016,35815,11,,1,,,,BA,IPIRÁ,PREFEITO,COLIGACAO,PR,IPIRÁ HONESTO,PR / PT do B / PP / PDT / PT / PSL / PSC / PSDC / PSB / PRP / PEN / PSD / PC do B / SD / PROS,2
1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35815,11,,1,,,,BA,IPIRÁ,PREFEITO,COLIGACAO,PRB,MUDA IPIRA,PRB / PMDB / PTN / DEM / PSDB,2
0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,35831,11,,1,55293.246,-11.82,-42.610001,BA,IPUPIARA,PREFEITO,COLIGACAO,PT,MUDAR PARA AVANÇAR,PT / PSD / PC do B / PSB,2
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35831,11,,1,55293.246,-11.82,-42.610001,BA,IPUPIARA,PREFEITO,COLIGACAO,PP,IPUPIARA NOSSO COMPROMISSO,PP / DEM / PR,2
0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,35858,11,,1,44666.836,-13.25,-40.080002,BA,IRAJUBA,PREFEITO,COLIGACAO,PT,IRAJUBA DE TODOS NÓS,PT / PSC / PSDB / PP / PSD / PC do B,4
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35858,11,,1,44666.836,-13.25,-40.080002,BA,IRAJUBA,PREFEITO,COLIGACAO,PMDB,"UM NOVO TEMPO, UMA NOVA HISTÓRIA",PMDB / PTN / PDT,4
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35858,11,,1,44666.836,-13.25,-40.080002,BA,IRAJUBA,PREFEITO,COLIGACAO,DEM,"IRAJUBA, MUDAR SEM PERSEGUIR",DEM / PR / PSL,4
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35858,11,10,0,44666.836,-13.25,-40.080002,BA,IRAJUBA,PREFEITO,PARTIDO ISOLADO,PRB,#NULO#,PRB,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,35874,11,23,0,112380.74,-13.28,-40.950001,BA,IRAMAIA,PREFEITO,PARTIDO ISOLADO,PPS,#NULO#,PPS,5
1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,35874,11,,1,112380.74,-13.28,-40.950001,BA,IRAMAIA,PREFEITO,COLIGACAO,PMDB,UNIDOS PARA TRABALHAR E RECONSTRUIR,PMDB / DEM / PTN / SD / PRB / PR / PSC / PEN,5
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2016,35874,11,,1,112380.74,-13.28,-40.950001,BA,IRAMAIA,PREFEITO,COLIGACAO,PSL,COM O POVO O PROGRESSO CONTINUA,PSL / PHS / PSD / PT / PRP / PMB / PROS / PP,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,35874,11,23,0,112380.74,-13.28,-40.950001,BA,IRAMAIA,PREFEITO,PARTIDO ISOLADO,PPS,#NULO#,PPS,5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,35874,11,,1,112380.74,-13.28,-40.950001,BA,IRAMAIA,PREFEITO,COLIGACAO,PCdoB,UM NOVO TEMPO UMA NOVA HISTÓRIA,PC do B / PSB,5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35890,11,10,0,122687.69,-12.24,-41.610001,BA,IRAQUARA,PREFEITO,PARTIDO ISOLADO,PRB,#NULO#,PRB,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35890,11,10,0,122687.69,-12.24,-41.610001,BA,IRAQUARA,PREFEITO,PARTIDO ISOLADO,PRB,#NULO#,PRB,3
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35890,11,,1,122687.69,-12.24,-41.610001,BA,IRAQUARA,PREFEITO,COLIGACAO,PT,PELO BEM DO POVO,PT / PMDB / PTB / PSB / PR,3
0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2016,35912,11,,1,148969.41,-12.05,-38.759998,BA,IRARÁ,PREFEITO,COLIGACAO,PT,AVANÇA IRARÁ,PT / PROS / PHS / PTB / PSD / PRB / PT do B / PP / PSC / PTN,2
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016,35912,11,,1,148969.41,-12.05,-38.759998,BA,IRARÁ,PREFEITO,COLIGACAO,DEM,UNIDOS POR IRARÁ,DEM / PMDB / PR / PPS / PSDC / PV / PC do B,2
0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,2016,35939,11,,1,343495.59,-11.3,-41.849998,BA,IRECÊ,PREFEITO,COLIGACAO,PTN,IRECE NÃO PODE PARAR,PTN / PRB / PP / PDT / PSL / PSC / PR / DEM / PSDC / PRTB / PMB / PTC / PRP / PSDB / PEN / PPL / PSD / PT do B / SD / PROS,3
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016,35939,11,,1,343495.59,-11.3,-41.849998,BA,IRECÊ,PREFEITO,COLIGACAO,PSB,UMA NOVA IRECÊ PRA CUIDAR DE VOCÊ,PSB / PV / PT / PPS / PC do B / PTB / REDE,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35939,11,,1,343495.59,-11.3,-41.849998,BA,IRECÊ,PREFEITO,COLIGACAO,PMDB,LIBERDADE COM DIGNIDADE,PMDB / PHS,3
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35947,11,,1,164404.19,-16.57,-39.549999,BA,ITABELA,PREFEITO,COLIGACAO,PSB,VAMOS RESGATAR ITABELA,PSB / PT / PRP,3
0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,2016,35947,11,,1,164404.19,-16.57,-39.549999,BA,ITABELA,PREFEITO,COLIGACAO,PRB,UMA NOVA HISTÓRIA,PRB / PRTB / PV / PROS / PTB / PSDC / PP / PMB / PC do B / PT do B / PTC / REDE,3
1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,35947,11,,1,164404.19,-16.57,-39.549999,BA,ITABELA,PREFEITO,COLIGACAO,PSD,VAMOS REPENSAR ITABELA,PSD / PDT / PMDB / PSC / DEM / PSDB / PEN,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35955,11,,1,339562.81,-12.52,-40.299999,BA,ITABERABA,PREFEITO,COLIGACAO,PMDB,ITABERABA É DE TODOS NÓS,PMDB / PPL,4
0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,2016,35955,11,,1,339562.81,-12.52,-40.299999,BA,ITABERABA,PREFEITO,COLIGACAO,PSDB,TODOS POR UMA ITABERABA LIVRE,PSDB / PV / PPS / DEM / SD / PSC / PROS / PMB / PEN / PR,4
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,35955,11,,1,339562.81,-12.52,-40.299999,BA,ITABERABA,PREFEITO,COLIGACAO,PT,COM A FORÇA DO POVO ITABERABA VAI BRILHAR,PT / PC do B,4
0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,35955,11,,1,339562.81,-12.52,-40.299999,BA,ITABERABA,PREFEITO,COLIGACAO,PSB,O TRABALHO SEGUE EM FRENTE,PSB / PSD / PP / PT do B / PRB / PTB / PHS,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,35971,11,50,0,1129894.1,-14.78,-39.279999,BA,ITABUNA,PREFEITO,PARTIDO ISOLADO,PSOL,#NULO#,PSOL,9
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35971,11,,1,1129894.1,-14.78,-39.279999,BA,ITABUNA,PREFEITO,COLIGACAO,PT,"COM A FORÇA DO POVO, ITABUNA FORTE DE NOVO",PT / PSL,9
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,35971,11,,1,1129894.1,-14.78,-39.279999,BA,ITABUNA,PREFEITO,COLIGACAO,DEM,UNIDOS POR ITABUNA,DEM / PMDB / PRTB / PT do B / PRP,9
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2016,35971,11,,1,1129894.1,-14.78,-39.279999,BA,ITABUNA,PREFEITO,COLIGACAO,PSDB,É HORA DE CUIDAR DE ITABUNA,PSDB / PHS / PMB / PSC / REDE,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35971,11,16,0,1129894.1,-14.78,-39.279999,BA,ITABUNA,PREFEITO,PARTIDO ISOLADO,PSTU,#NULO#,PSTU,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,35971,11,,1,1129894.1,-14.78,-39.279999,BA,ITABUNA,PREFEITO,COLIGACAO,PV,ATITUDE E COMPETÊNCIA,PV / PTN,9
0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35971,11,,1,1129894.1,-14.78,-39.279999,BA,ITABUNA,PREFEITO,COLIGACAO,PTB,HUMILDADE E TRABALHO,PTB / PRB / PR / PSDC / PMN / PSB / SD / PTC,9
0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2016,35971,11,,1,1129894.1,-14.78,-39.279999,BA,ITABUNA,PREFEITO,COLIGACAO,PCdoB,MELHOR PRA ITABUNA,PC do B / PPS / PSD / PP / PEN,9
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35971,11,12,0,1129894.1,-14.78,-39.279999,BA,ITABUNA,PREFEITO,PARTIDO ISOLADO,PDT,#NULO#,PDT,9
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35998,11,,1,99048.844,-14.27,-38.990002,BA,ITACARÉ,PREFEITO,COLIGACAO,PMDB,MUDANÇA DE VERDADE,PMDB / PT do B,5
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2016,35998,11,,1,99048.844,-14.27,-38.990002,BA,ITACARÉ,PREFEITO,COLIGACAO,PSDB,"UM NOVO RUMO, UMA NOVA HISTORIA",PSDB / PV / PC do B / PSD,5
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,35998,11,,1,99048.844,-14.27,-38.990002,BA,ITACARÉ,PREFEITO,COLIGACAO,SD,RENOVAR PARA ITACARE AVANÇAR,SD / PRB / PSL / PSB,5
0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,35998,11,,1,99048.844,-14.27,-38.990002,BA,ITACARÉ,PREFEITO,COLIGACAO,PT,NO CORAÇÃO DO POVO-1,PT / PP / PTN / PR / PEN / PPL,5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,35998,11,,1,99048.844,-14.27,-38.990002,BA,ITACARÉ,PREFEITO,COLIGACAO,DEM,NÃO VAMOS DESISTIR DE ITACARÉ,DEM / PROS / PSC / PPS,5
0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016,36013,11,,1,91284.844,-12.98,-40.970001,BA,ITAETÉ,PREFEITO,COLIGACAO,PSC,COLIGAÇÃO CREDIBILIDADE COM COMPROMISSO,PSC / DEM / PRTB / PSB / SD / PSDB / PSOL / PSD,3
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,36013,11,,1,91284.844,-12.98,-40.970001,BA,ITAETÉ,PREFEITO,COLIGACAO,PP,UNIDOS POR ITAETE,PP / PT / PTB / PSL,3
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,36013,11,,1,91284.844,-12.98,-40.970001,BA,ITAETÉ,PREFEITO,COLIGACAO,PCdoB,ITAETÊ UMA NOVA HISTÓRIA,PC do B / PR / PTN,3
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,36030,11,,1,97100.055,-14.16,-40,BA,ITAGI,PREFEITO,COLIGACAO,PTN,PARA ITAGI SEGUIR EM FRENTE,PTN / PSB / PT,3
1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,36030,11,,1,97100.055,-14.16,-40,BA,ITAGI,PREFEITO,COLIGACAO,PMDB,ESPERANÇA E O NOVO,PMDB / PSDB / DEM / PSD / PTC,3
0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2016,36030,11,,1,97100.055,-14.16,-40,BA,ITAGI,PREFEITO,COLIGACAO,PRB,AGORA É A VEZ DO POVO,PRB / PP / PDT / PPS / PHS / PSC / PV,3
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2016,36056,11,,1,96712.641,-14.28,-39.84,BA,ITAGIBÁ,PREFEITO,COLIGACAO,PT,PRA FAZER MUITO MAIS POR ITAGIBA,PT / PC do B / PSC / PEN / PR / PSD,4
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,36056,11,,1,96712.641,-14.28,-39.84,BA,ITAGIBÁ,PREFEITO,COLIGACAO,SD,ITAGIBÁ CORAGEM E ESPERANÇA,SD / PRB / PTB / PV / PPS,4
