ano	estado	municipio	partido	prefeito
2000	GO	BURITINOPOLIS	PSDB	JORGINO JOAQUIM DA COSTA
2008	MG	PASSABêM	PMDB	JOSê LOURENÄO
1996	MG	ALVARENGA	PT	JOSE RAIMUNDO
1996	PI	MARCOLANDIA	PFL	AMARO AMADEU DE CARVALHO
1996	TO	PONTE ALTA DO BOM JESUS	PSDB	EDER LUIZ LOURENCO DA ROCHA
2008	CE	FORQUILHA	PTB	EDMUNDO RODRIGUES JUNIOR
2008	CE	TARRAFAS	PSDB	ANTONIA SIMI?O LOPES LEITE
2000	RJ	NOVA IGUACU	PSDB	NELSON ROBERTO BORNIER DE OLIVEIRA
2004	SC	ALTO BELA VISTA	PMDB	SERGIO LUIZ SCHMITZ
2012	SC	ARAQUARI	PMDB	JO?O PEDRO WOITEXEM
2000	MG	RESSAQUINHA	PSL	MANOEL DA SILVA RIBEIRO
2000	PI	SAO FRANCISCO DE ASSIS DO PIAUI	PMDB	LOURIVAL DURVAL DE ALENCAR
2008	PI	COCAL DE TELHA	PSB	JOSê ERASMO DA SILVA
2000	BA	ALMADINA	PDT	JosÇ Raimundo Laudano Santos
2004	RS	SANTA TEREZA	PDT	LUIZ CARLOS RIBOLDI
2012	RS	SANTA TEREZA	PSDB	DIOGO SEGABINAZZI SIQUEIRA
2004	MG	GOVERNADOR VALADARES	PSDB	JOSê BONIF?CIO MOUR?O
2012	MG	GLAUCIL?NDIA	PSB	GERALDO VELOSO NORONHA
2004	MG	MANTENA	PT	CL?UDIO DE PAULA BATISTA
2012	MG	MARIP? DE MINAS	PTB	VAGNER FONSECA COSTA
2000	RN	FERNANDO PEDROSA	PMDB	JOSê SALVIANO DA CRUZ
2000	ES	AFONSO CLAUDIO	PFL	EDELIO FRANCISCO GUEDES
2000	MG	BOCAIUVA	PMDB	ALBERTO EUST?QUIO CALDEIRA DE MELO
2004	TO	AXIXA DO TOCANTINS	PMDB	JOAO DE SOUSA LIMA
2012	TO	FILADêLFIA	DEM	EDENILSON DA SILVA E SOUSA
2000	TO	NOVO ALEGRE	PP	GERMINO JOSE DE SOUSA
2008	GO	CALDAZINHA	PR	FRANCISCO FLORIANO DUTRA
2008	MG	URUC?NIA	PC do B	JOSE CARLOS ESTEVAM MANSUR
2008	SP	NOVA INDEPEND?NCIA	PTB	JOSê PEDRO TONIELLO
2004	SP	TURIUBA	PMDB	SILV?NIA MARIA DOS SANTOS MUNHOZ
2012	TO	ALVORADA	PMDB	JOSê GEORGE WACHED NETO
2004	ES	VILA VELHA	PDT	MAX FREITAS MAURO FILHO
2012	ES	SERRA	PSB	AUDIFAX CHARLES PIMENTEL BARCELOS
1996	RS	LIBERATO SALZANO	PPB	NADIR DE CARLI
2004	PI	HUGO NAPOLEAO	PMDB	JOSê GOMES DA SILVA
2012	PI	CORONEL JOSê DIAS	PSB	MANOEL OLIVEIRA GALVAO
2004	BA	BARRA DO MENDES	PP	MANOEL GABRIEL DOS SANTOS
2012	BA	BREJ?ES	PT	ALAN ANDRADE SANTOS
2008	MG	VARJ?O DE MINAS	PSC	RAFAEL COSTA DE TONI
2008	RN	S?O TOMê	PP	ANTEOMAR PEREIRA DA SILVA
1996	RS	MATA	PMDB	RUY PRESTES GABRIEL
2008	SP	ESP?RITO SANTO DO PINHAL	PP	PAULO KLINGER COSTA
2004	RO	PORTO VELHO	PT	ROBERTO EDUARDO SOBRINHO
2012	RO	ROLIM DE MOURA	PP	CESAR CASSOL
1996	AM	RIO PRETO DA EVA	PPB	LUIZ ADAIL PAZ
1996	PI	SAO FELIX DO PIAUI	PPB	DIONISIO MOURA FILHO
2008	MG	SERRA AZUL DE MINAS	PSDB	LEONARDO DO CARMO COELHO
2008	TO	AGUIARN?POLIS	PSDB	JOSE RUBENS CABRAL
2000	GO	UIRAPURU	PSDB	EMMANUEL FERREIRA DE CARVALHO NEVES
2000	PR	ANGULO	PMDB	JOSE MANOEL DE CAMPOS SILVA
2000	RS	SERTAO SANTANA	PP	LINDOBERTO PONTES
1996	PA	SAO GERALDO DO ARAGUAIA	PDT	RAIMUNDO SILVEIRA LIMA
2004	SP	ITAJU	PSDB	FATIMA TERESINHA CAMARGO GUIMARAES
2012	SP	ITA?	PR	VALMIR DOMINGOS
2004	PR	ENTRE RIOS DO OESTE	PPS	ROGERIO DIRCEU LERNER
2008	SC	ERMO	DEM	MARCOS LEONE OLIVEIRA
2008	TO	DARCIN?POLIS	PMDB	ANTONIO MARIA AROUCA
2012	PR	GUA?RA	PT	FABIAN PERSI VENDRUSCULO
1996	SP	HERCULANDIA	PSDB	OLENDO GOLINELI NETO
2004	PR	NOVA CANTU	PFL	ELSA RODRIGUES DE OLIVEIRA
2012	PR	NOVA TEBAS	PRTB	HELOISA IVASZEK JENSEN
2004	MG	NOVA MODICA	PSB	ANAEL ROBSON RAMOS FARIAS
2008	MG	JAMPRUCA	PSDB	EDUARDO SALES MARIANO
2012	MG	OLIVEIRA FORTES	PMDB	ILARIO APARECIDO LACERDA
2000	RS	MORRO REUTER	PTB	JOSE PAULO SABA MEYRER
2000	TO	CONCEICAO DO TOCANTINS	PFL	OLIVIA MIRANDA SOUZA
2000	BA	FEIRA DE SANTANA	PFL	JOSE RONALDO DE CARVALHO
2004	PR	SANTO ANTONIO DO SUDOESTE	PMDB	ZELIRIO PERON FERRARI
2012	PR	TAPEJARA	PPS	NOê CALDEIRA BRANT
1996	PR	INACIO MARTINS	PDT	SILVINO PASQUALIN
2000	CE	BOA VIAGEM	PSD	FERNANDO ANTONIO VIEIRA ASSEF
2000	PR	NOVA AMERICA DA COLINA	PSL	JOVELINO DONIZETI DE GODOI
2000	MG	CAPELINHA	PSDB	GELSON CORDEIRO DE OLIVEIRA
2008	BA	MIRANTE	PMDB	HELIO RAMOS LIMA
2000	MG	JAPONVAR	PTB	ERALDINO SOARES DE OLIVEIRA
2000	MT	QUATRO MARCOS	PSDB	ANTONIO DE ANDRADE JUNQUEIRA
2004	PA	CURRALINHO	PMDB	ALVARO AIRES DA COSTA
2012	PA	CURION?POLIS	PMDB	WENDERSON AZEVEDO CHAMON
2004	PE	CHA DE ALEGRIA	PFL	CL?UDIO EST?CIO HON?RIO DA COSTA
2012	PE	CUPIRA	PDT	SANDOVAL JOSê DE LUNA
2000	GO	MAURILANDIA	PMDB	JOSE CARLOS CRUZ
2000	MG	SERRA DOS AIMORES	PMDB	GILMAR ANTUNES SAUDE
2008	RN	TRIUNFO POTIGUAR	PSB	JOSê GILDENOR DA FONSECA
2000	TO	CARMOLANDIA	PFL	SEVERINO DE GOIS HOLANDA
2000	PA	CASTANHAL	PMDB	Paulo SÇrgio Rodrigues Titan
1996	SC	RIO RUFINO	PPB	QUINTINO DE BONA SARTOR
2008	MG	CHIADOR	PT	ITIBER? RODRIGUES DOS SANTOS
2008	TO	GURUPI	PR	ALEXANDRE TADEU SALOM?O ABDALLA
2008	MG	ESTIVA	PMDB	JO?O GUALBERTO REZENDE JUNIOR
2004	MG	MIRADOURO	PMDB	WAGNER FIGUEIREDO DUTRA
2012	MG	NEPOMUCENO	PT	MARCOS MEMENTO
2008	MG	FELISBURGO	PSC	JANIO WILTON MURTA PINTO COELHO
2008	TO	TUPIRAMA	PMDB	ORLEI BRITO ALVES
2004	MG	IAPU	PSDB	JOSE CARLOS DE BARROS
2012	MG	ICARA? DE MINAS	PR	RAIMUNDO PEREIRA DA FONSECA
2004	SP	NIPOA	PTB	ANTONIO CARLOS RIBEIRO
2012	SP	MONTE AZUL PAULISTA	PSDB	PAULO SERGIO DAVID
2000	PE	SAO JOSE DO BELMONTE	PFL	MANUEL GOMES DE CARVALHO PIRES
1996	SP	ALFREDO MARCONDES	PFL	ADELINO APARECIDO MARTINS
2008	ES	ITAGUAÄU	PSDB	ROM?RIO CELSO BAZILIO DE SOUZA
2004	RS	PUTINGA	PMDB	JOSE LUIZ BALBINOT
2012	RS	PONTE PRETA	PMDB	ADEMIR M?RCIO SAKREZENSKI
2000	CE	VICOSA DO CEARA	PSDB	EVALDO SOARES DE SOUSA
2004	PE	SAO LOURENCO DA MATA	PMDB	JAIRO PEREIRA DE OLIVEIRA
2012	PE	SOLID?O	PSB	MARIA APARECIDA VICENTE OLIVEIRA CALDAS
2000	CE	JAGUARETAMA	PSDB	AFONSO CUNHA SALDANHA
2008	GO	S?O LUIZ DO NORTE	PP	CARLOS ROBERTO PEREIRA
2008	GO	S?O MIGUEL DO ARAGUAIA	PP	ADEMIR CARDOSO DOS SANTOS
2004	MG	MUTUM	PMDB	TEOFILO ANTONIO SOARES
2012	MG	NATêRCIA	PT	CRISTIANO ANTONIO CAETANO JUNHO
2004	SC	RIO NEGRINHO	PMDB	ALMIR JOSê KALBUSCH
2012	SC	POUSO REDONDO	PP	NAIR GOULART
2000	PE	SAO JOAQUIM DO MONTE	PSDB	JO?O TEN?RIO VAZ CAVALCANTI
2008	BA	GUANAMBI	PP	NILO AUGUSTO MORAES COELHO
2004	MG	GUARACIAMA	PSDB	FILOMENO AFONSO DE FIGUEIREDO
2012	MG	IPATINGA	PT	MARIA CECILIA FERREIRA DELFINO
2000	AC	CAPIXABA	PSDB	LOURIVAL MUSTAFA DE ANDRADE
2000	RS	HULHA NEGRA	PDT	MARCO ANT?NIO BALLEJO CANTO
2000	TO	ANANAS	PFL	JOSê GERALDO DA SILVA
2008	PA	PLACAS	PSDB	MAXWEEL RODRIGUES BRAND?O
2008	PR	S?O MANOEL DO PARAN?	PMDB	JOAO PEREIRA PINTO
2008	PR	UBIRAT?	PPS	FABIO DE OLIVEIRA D?ALêCIO
2004	MG	SANTO ANTONIO DO GRAMA	PSDB	JêFERSON RUSSO MIRANDA
2012	MG	SANTANA DA VARGEM	PT	VITOR DONIZETTI SIQUEIRA
2004	ES	RIO BANANAL	PSB	FELISMINO ARDIZZON
2004	MA	SAO FRANCISCO DO BREJAO	PMDB	FRANCISCO SANTOS SOARES
2012	ES	VILA PAV?O	PMDB	ERALDINO JANN TESCH
2012	MA	SANTA RITA	PRB	ANTONIO CANDIDO SANTOS RIBEIRO
1996	PI	JOSE DE FREITAS	PMDB	RICARDO SILVA CAMARCO
2000	RS	SAO VICENTE DO SUL	PP	Fernando Teixeira Pahim
2008	RS	EUG?NIO DE CASTRO	PP	ROBERTO BRUINSMA
2000	PE	FLORESTA	PMDB	SêRGIO RêGIS LEAL JARDIM
2000	MA	SANTO ANTONIO DOS LOPES	PFL	EUZEBIO NAPOLE?O MENDONÄA
1996	MG	POCO FUNDO	PFL	CARLITO FERREIRA
2000	MG	SANTA FE DE MINAS	PFL	Alexis JosÇ Leite
2004	TO	MIRACEMA DO TOCANTINS	PSDB	ANT?NIO EVANGELISTA PEREIRA JUNIOR
2012	SP	TR?S FRONTEIRAS	PDT	FLAVIO LUIZ RENDA DE OLIVEIRA
2000	SP	IPUA	PMDB	ALCIDES MONTANHER FILHO
2004	SP	BRODOWSKI	PTB	ANTONIO JOSê FABBRI
2012	SP	BORBOREMA	PSDB	VIRGILIO DO AMARAL FILHO
2000	CE	ICAPUI	PT	FRANCISCO JOSê TEIXEIRA
2000	SP	BALSAMO	PSDB	IDES HONORATO ALVES
2004	AM	MAUES	PPS	SIDNEY RICARDO DE OLIVEIRA LEITE
2012	AM	S?O PAULO DE OLIVENÄA	PSD	RAIMUNDO NONATO SOUZA MARTINS
2004	AL	PALESTINA	PP	JOSE ALC?NTARA J?NIOR
2008	PI	SIGEFREDO PACHECO	PC do B	JOAO GOMES PEREIRA NETO
2012	AL	PARICONHA	PP	FABIANO RIBEIRO DE SANTANA
2000	SE	TOBIAS BARRETO	PFL	ESDRAS VALERIANO DOS SANTOS
1996	MG	NATALANDIA	PDT	ORISVALDO SPIRANDELI
1996	BA	CAETANOS	PMDB	VALMI CARLOS DA ROCHA
2008	RO	CACAUL?NDIA	DEM	EDIR ALQUIERI
2008	TO	CHAPADA DA NATIVIDADE	PMDB	DJALMA CARNEIRO RIOS
2004	CE	ASSARE	PSDB	FRANCISCO EVANDERTO ALMEIDA
2012	BA	WENCESLAU GUIMAR?ES	PDT	NESTOR VICENTE DOS SANTOS
2000	RS	SANTO ANTONIO DO PALMA	PT	MILTON CESAR DAL ASTA
2004	MG	SANTA CRUZ DE SALINAS	PSDB	ALBERTINO TEIXEIRA DA CRUZ
2012	MG	SANTA EFIG?NIA DE MINAS	PSDB	JO?O ABNIR PINHO DE SOUZA
1996	SP	SANTA ROSA DE VITERBO	PSDB	EDSON LUIZ BONACIN
2004	PB	SOUSA	PTB	SALOMAO BENEVIDES GADELHA
2012	PB	TACIMA	PMDB	ERIVAN BEZERRA DANIEL
2000	TO	GOIANORTE	PMDB	PEDRO PEREIRA DA SILVA
2000	MS	MARACAJU	PSDB	REINALDO AZAMBUJA SILVA
2004	MG	FORMIGA	PT	ALU?SIO VELOSO DA CUNHA
2012	MG	ESP?RITO SANTO DO DOURADO	PR	BENEDITO PEREIRA DE MATOS
2004	BA	RIACHAO DAS NEVES	PP	DORGIVAL DOS SANTOS BOMFIM
2012	BA	RODELAS	PC do B	EMANUEL RODRIGUES FERREIRA
2000	BA	ALCOBACA	PMDB	WILSON ALVES DE BRITO
2008	CE	HIDROL?NDIA	PSDB	ANTONIO AFR?NIO MARTINS MESQUITA
1996	MG	CARMO DA CACHOEIRA	PMDB	GODOFREDO JOSE CALDEIRA REIS
1996	PI	LAGOA DO SITIO	PFL	ANTONIO DA SILVA REIS
2004	AL	SAO JOSE DA LAJE	PPS	PAULO ROBERTO PEREIRA DE ARA?JO
2012	AM	ANORI	PSD	SANSURAY PEREIRA XAVIER
2000	CE	QUITERIANOPOLIS	PSDB	ANTONIO LUIZ COUTINHO CARVALHO
2008	AL	MAJOR ISIDORO	PMN	ITALO SURUAGY DO AMARAL
2008	SP	ITIRAPU?	PSDB	MARCOS HENRIQUE ALVES
1996	CE	SAO GONCALO DO AMARANTE	PSDB	RAIMUNDO NONATO DA SILVA NETO
1996	RS	SANTO ANTONIO DO PLANALTO	PPB	DECIO DARCI ALLEBRAND
2004	GO	URUTAI	PTB	ESIO BENTO LEMOS DO PRADO
2012	GO	TEREZ?POLIS DE GOI?S	PMDB	FRANCISCO ALVES DE SOUSA JUNIOR
1996	BA	VARZEA NOVA	PTB	DION AVELINO DA SILVA
2008	BA	CONTENDAS DO SINCOR?	PP	JOAD SOUZA TEIXEIRA
2008	BA	PRESIDENTE TANCREDO NEVES	PMDB	JOSUE PAULO DOS SANTOS FILHO
2008	RS	BAR?O	PT	CLAUDIO FERRARI
2004	RS	CANDIOTA	PMDB	MARCELO MENEZES GREG?RIO
2012	RS	CAP?O BONITO DO SUL	PMDB	DANILO BARRETO DA COSTA
1996	SP	BARRA DO CHAPEU	PSL	ORIDIO RODRIGUES DE CAMARGO
1996	BA	CAMACARI	PTB	JOSE EUDORO REIS TUDE
2004	MG	RIO CASCA	PL	JOSê MARIA DE SOUZA CUNHA
2012	MG	RIO CASCA	DEM	JOSê MARIO RUSSO MAROCA
2000	RJ	SAO JOSE DE UBA	PP	JOSELY FERREIRA DE SIQUEIRA
1996	SP	SANTO ANDRE	PT	CELSO AUGUSTO DANIEL
1996	RS	MAMPITUBA	PTB	ELIO DE FARIAS MATOS
2000	SP	NARANDIBA	PSDB	FIDELCINO MAGRO
2004	PB	IBIARA	PSDB	NAILSON RODRIGUES RAMALHO
2012	PB	DONA IN?S	PSB	ANTONIO JUSTINO DE ARAUJO NETO
2004	SP	IPERO	PSDB	MARCO ANTONIO VIEIRA DE CAMPOS
2004	TO	SANTA TEREZINHA DO TOCANTINS	PL	EDIVALDO BARBOSA DE OLIVEIRA
2012	SP	IGARAT?	PR	ELZO ELIAS DE OLIVEIRA SOUZA
2012	TO	COLMêIA	PSD	PEDRO CLESIO RIBEIRO
2000	PI	ARRAIAL	PFL	EUL?LIA L?CIA DA SILVA ALVES SANTOS
1996	MS	CASSILANDIA	PTB	EDIO AMIN
2004	BA	AMERICA DOURADA	PP	AGNALDO OLIVEIRA LOPES
2012	AP	VIT?RIA DO JARI	PT	RAIMUNDO DE ALCIMAR NEY DE SOUZA
2008	RJ	SANTA MARIA MADALENA	PT	ARTHUR LIMA GARCIA
2008	RS	MARQUES DE SOUZA	PMDB	RUBEM KREMER
2004	CE	ABAIARA	PSDB	JOSê MOREIRA SAMPAIO
2004	MT	ITAUBA	PPS	LEVINO HELLER
2012	BA	VARZEDO	PT	RADAMAN DE SOUSA BARRETO
2012	MT	DENISE	PSD	PEDRO TERCY BARBOSA
2000	BA	MALHADA DE PEDRAS	PP	RAMON DOS SANTOS
1996	MA	NOVA COLINAS	PSDB	RENATO DE PAULA RIBEIRO
2004	MG	COUTO DE MAGALHAES DE MINAS	PFL	MARCOS DAVID FREITAS FERREIRA
2012	MG	CUPARAQUE	PDT	GEOVANIA DE OLIVEIRA DOMINGOS
1996	MG	MANGA	PMDB	HAROLDO LIMA BANDEIRA
2000	SP	SANTA CRUZ DAS PALMEIRAS	PSDB	AGOSTINHO DEPERON
1996	PR	RIO BONITO DO IGUACU	PMDB	LEONEL SCHMITT
2000	RN	UPANEMA	PMDB	JORGE LUIZ COSTA DE OLIVEIRA
2004	MG	AIMORES	PL	NILTON FREIRE SAMPAIO
2012	MG	AGUANIL	PSDB	RICARDO EUGENIO TERRA
2000	MG	WENCESLAU BRAZ	PTB	GERALDO MAGELA ELOI
2000	MG	NOVA RESENDE	PPS	MAURO ROBERTO MARTINS
1996	PI	SAO BRAZ DO PIAUI	PFL	EMILIO DE FARIAS COSTA
2008	RS	URUGUAIANA	PSDB	JOSE FRANCISCO SANCHOTENE FELICE
2004	GO	MAMBAI	PL	GLENICE ALVES TEIXEIRA
2012	GO	IPAMERI	PSDB	DANIELA VAZ CARNEIRO
2008	SP	BOA ESPERANÄA DO SUL	PMDB	JAIME FORTINO BENASSI
2004	PR	JARDIM OLINDA	PMDB	FERNANDO JORGE SIROTI
2012	PR	ITAMBARAC?	PSD	AMARILDO TOSTES
2000	CE	IPU	PSDB	JOSê CARLOS SOBRINHO
2008	MG	ITUTINGA	PSDB	FABIANO RIBEIRO DO VALE
2008	SP	PATROC?NIO PAULISTA	PT	JOSE MAURO BARCELLOS
2008	TO	ARAGUAN?	PMDB	NORALDINO MATEUS FONSECA
2000	MG	PEDRA DO INDAIA	PFL	ITAMAR JOSE DA COSTA
2000	AL	PILAR	PP	CARLOS ALBERTO MOREIRA DE MENDONÄA CANUTO
2000	MT	DENISE	PSDB	ISRAEL ANTUNES MARQUES
2008	MS	PARANHOS	PSDB	DIRCEU BETTONI
2000	MG	ANTONIO PRADO DE MINAS	PSDB	LOURIVAL PEREIRA METELO
2008	BA	RUY BARBOSA	PT	JOSE BONIFACIO MARQUES DOURADO
2008	PR	CAFEZAL DO SUL	PTB	MARCO ANTONIO BOGAS DE OLIVEIRA
2008	SC	IPIRA	PT	FRANCISCO MAXIMINO MACHADO DE AGUIAR
2004	BA	SERRINHA	PMN	CLAUDIONOR FERREIRA DA SILVA FILHO
2012	BA	TEOFIL?NDIA	PT	ADRIANO DE ARA?JO
2004	BA	SAO DESIDERIO	PFL	ARNON PEREIRA LESSA
2012	BA	SERRA PRETA	PMDB	ADEIL FIGUEREDO PEDREIRA
2000	MT	SAO JOSE DO POVO	PSDB	ANTONINO CANDIDO DA PAIXAO
2004	MA	JENIPAPO DOS VIEIRAS	PP	GIANCARLOS OLIVEIRA ALBUQUERQUE
2012	MA	JATOB?	PMDB	FRANCISCA CONSUELO LIMA DA SILVA
2008	MA	BURITI BRAVO	PDT	RAIMUNDO NONATO PEREIRA FERREIRA
2008	MG	VIRG?NIA	PMDB	JO?O BOSCO BRITO NEGREIROS
2008	SC	CHAPAD?O DO LAGEADO	PT	JOSê BR?ULIO IN?CIO
2000	PA	PARAUAPEBAS	PTB	ANA ISABEL MESQUITA DE OLIVEIRA SALMEN HUSSAIN
2000	SP	LINDOIA	PPS	êLCIO FIORI DE GODOY
2004	RS	HERVEIRAS	PMDB	PAULO NARDELI GRASSEL
2012	RS	HUMAIT?	PP	LUIZ CARLOS SANDRI
1996	PB	PIRPIRITUBA	PSB	JOSE AGRICIO DE SOUSA FILHO
2004	PB	RIACHAO	PTB	PAULO DA CUNHA TORRES
2012	PB	RIACH?O DO BACAMARTE	PSDB	JOSE GIL MOTA TITO
1996	RS	SAO SEPE	PMDB	LUIZ FERNANDO DOCKHORN TONETTO
2000	PE	CARNAIBA	PMDB	JosÇ Francisco Filho
1996	MG	CAXAMBU	PMDB	MARCUS NAGIB GADBEN
2000	BA	MONTE SANTO	PP	Jorge JosÇ de Andrade
2000	MG	SERRO	PFL	JOSê MONTEIRO DA CUNHA MAGALH?ES
2008	MG	FRANCISCO S?	PT	BALTAZAR SOARES AZEVEDO
2008	MG	PARAIS?POLIS	PR	SêRGIO WAGNER BIZARRIA
2008	PE	QUIPAP?	PSB	REGINALDO MACHADO DIAS
2008	RS	NOVO CABRAIS	PMDB	SERGIO LUIZ FERNANDES DA ROSA
2004	MG	TOCOS DO MOJI	PSDB	ANTONIO ROS?RIO PEREIRA
2012	MG	TAIOBEIRAS	PSDB	DANILO MENDES RODRIGUES
2008	PR	SANTA TEREZA DO OESTE	PP	AMARILDO RIGOLIN
2000	PB	SAO FRANCISCO	PL	JO?O BOSCO GADELHA DE OLIVEIRA
1996	AL	LAGOA DA CANOA	PMDB	LAURO PEREIRA DA FONSECA
2004	PI	PORTO	PMDB	ANTONIO RODRIGUES GERONÄO
2012	PI	TAMBORIL DO PIAU?	PTB	BENJAMIM VALENTE FILHO
2000	BA	ITACARE	PFL	JARBAS BARBOSA BARROS
1996	RN	JARDIM DE ANGICOS	PFL	CARMELITA CARMEM DE LIMA
2004	MG	CHAPADA DO NORTE	PL	ERALDO EUST?QUIO SOARES
2004	SC	ERVAL VELHO	PT	FERNANDO DA SILVA COELHO
2012	MG	CHAPADA DO NORTE	PSL	RONALDO LOURENÄO SANTANA
2012	SC	CURITIBANOS	PMDB	JOSE ANTONIO GUIDI
2000	SP	PORTO FELIZ	PL	ERVAL STEINER
2000	BA	RUY BARBOSA	PSL	VALDENOR BRAND?O LEAL
2000	MT	SANTA TEREZINHA	PSDB	REGINALDO HONORATO DE AMORIM
1996	PI	PORTO	PMDB	DOMINGOS BACELAR DE CARVALHO
2008	GO	ITAGUARI	PP	RONIVON BRAZ GONTIJO
1996	PR	BANDEIRANTES	PTB	LINO MARTINS
1996	RJ	VOLTA REDONDA	PSB	ANTONIO FRANCISCO NETO
2000	PB	QUEIMADAS	PP	Francisco de Assis Maciel Lopes
2000	SC	PORTO UNIAO	PMDB	Eliseu Mibach
2000	AL	CANAPI	PSB	RITA TEN?RIO BRAND?O
2004	AL	MARIBONDO	PSB	CLEOVAN FLORENTINO DE ALMEIDA
2012	AL	MAR VERMELHO	PMDB	JULIANA LOPES DE FARIAS ALMEIDA
2000	MG	ALTO RIO DOCE	PSDB	RICARDO BELO COUTO
2008	MS	COXIM	PMDB	DINALVA GARCIA LEMOS DE MORAIS MOUR?O
2008	SP	TANABI	DEM	JOSE FRANCISCO DE MATTOS NETO
1996	CE	AMONTADA	PSDB	FRANCISCO EDILSON TEIXEIRA
1996	SP	BALSAMO	PMDB	LUIZ STEQUE RODRIGUES
2000	SP	CAIABU	PFL	JURANDIR MARQUES PINHEIRO
2008	BA	IBIPITANGA	PT	HUMBERTO RAIMUNDO RODRIGUES DE OLIVEIRA
2000	RS	SAO VALENTIM DO SUL	PMDB	ZULMIR NICHELE
2000	PE	VERTENTE DO LERIO	PSB	Antonio Valdi de Franáa Sales
2004	PR	IVAIPORA	PMDB	CELIO PEREIRA
2012	PR	IVATê	PPS	SIDINEI DELAI
2000	AM	UARINI	PL	JOSê FRANKLIN LOPES
2004	PR	SANTA HELENA	PSDB	GIOVANI MAFFINI
2012	PR	ROS?RIO DO IVA?	PSDB	ADEMAR ALVES DA SILVA
2000	SP	PEDRA BELA	PSD	ALVARO JESIEL DE LIMA
1996	RS	SANTA BARBARA DO SUL	PT	JOSE INACIO FERREIRA PIRES
2008	SP	RINC?O	PSDB	THEREZINHA IGNEZ SERVIDONI
2000	SP	CAIUA	PSDB	CICERO PAULINO SOBRINHO
1996	PE	GRANITO	PSB	ANTONIO VALDIR GONCALVES
1996	SE	MURIBECA	PSDB	CARLOS AUGUSTO WILLMERSDORF FRANCO
1996	SP	ITAPIRAPUA PAULISTA	PSDB	MORACI CARLOS DE OLIVEIRA
2000	BA	LAMARAO	PSC	EDERLINDO JOSE DOS SANTOS LIMA
2000	SP	MARABA PAULISTA	PP	JOSê DE SOUZA
2008	GO	CABECEIRAS	PP	NADIR JOSE DE PAIVA
2008	MT	JAURU	PP	PEDRO FERREIRA DE SOUZA
2008	SP	MORUNGABA	PV	JOSê ROBERTO ZEM
2004	SP	SALES OLIVEIRA	PT	JO?O JEREMIAS GARCIA NETO
2012	SP	SALES OLIVEIRA	PT	FABIO GODOY GRATON
2004	MT	VALE DE SAO DOMINGOS	PSDB	YOLANDA DE GOIS
2008	SP	COL?MBIA	PP	FABIO ALEXANDRE BARBOSA
2012	MT	S?O JOSê DOS QUATRO MARCOS	PSB	CARLOS ROBERTO BIANCHI
1996	GO	BARRO ALTO	PL	GRIMALDE PIRES DA SILVEIRA
2000	PB	CABACEIRAS	PFL	Arnaldo Junior Farias Doso
2008	MG	CAMACHO	DEM	GERALDO CARDOSO LAMOUNIER
2004	RR	PACARAIMA	PDT	PAULO CESAR JUSTO QUARTIERO
2012	RO	THEOBROMA	PDT	JOSE LIMA DA SILVA
2004	PA	IGARAPE ACU	PFL	VICENTE DE PAULA PEDROSA DA SILVA
2012	PA	FARO	PMDB	MARINETE COSTA MACHADO
2000	MG	MARMELOPOLIS	PSDB	ANTONIO CARLOS LACERDA RIBEIRO
2000	MG	DELFIM MOREIRA	PPS	EXPEDITO CORREA BERALDO
2000	PB	SAO MIGUEL DE TAIPU	PSDB	JOAQUIM GILBERTO SOARES
1996	MS	TAQUARUSSU	PSDB	JOAO CLOVIS CRIVELLI
2008	BA	BOM JESUS DA SERRA	PMDB	EDINALDO MEIRA SILVA
2008	BA	IBIRAPU?	PTC	EDVALDO CARVALHO DOS SANTOS
2008	SC	ANIT?POLIS	PMDB	SAULO WEISS
2004	RN	PEDRO AVELINO	PMDB	EDECLAITON BATISTA DA TRINDADE
2012	RN	S?O GONÄALO DO AMARANTE	PR	JAIME CALADO PERERIRA DOS SANTOS
2008	RS	PORT?O	PMDB	ELOI ANTONIO BESSON
2000	MT	CONQUISTA D'OESTE	PFL	Walmir Guse
1996	RS	ESMERALDA	PMDB	LUIZ JAIME KRAMER
1996	BA	BOA NOVA	PFL	VALDEMAR PEREIRA CARMO
1996	SP	BROTAS	PPB	JOAO GERVASIO CASSARO
1996	MG	ARAPUA	PSDB	FERNANDO MARIA BONTEMPO
1996	MG	PEDRO TEIXEIRA	PMDB	MANOEL JOSE DE OLIVEIRA
2008	BA	RIO DO ANT?NIO	DEM	ANT?NIO OLIVEIRA NOVAIS
2008	MA	PEDRO DO ROS?RIO	PDT	JOSE ARNOLD SILVA BORGES
2008	MG	CARLOS CHAGAS	PSDB	MILTON JOSê TAVARES DE QUADROS
2004	MT	NOVA MONTE VERDE	PFL	NELSON LEHRBACH
2012	MT	NOBRES	PSD	SEBASTI?O GILMAR LUIZ DA SILVA
2000	PA	SAO JOAO DA PONTA	PL	ORLEANDRO ALVES FEITOSA
1996	MG	ALPINOPOLIS	PL	JOAQUIM ITAMAR DA SILVEIRA
1996	MG	LASSANCE	PFL	ALBERTINO VIANA DA SILVA
1996	PB	MONTADAS	PFL	LINDEMBERGUE SOUZA SILVA
1996	PR	COLOMBO	PPB	IZABETE CRISTINA PAVIN
